player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kendall Fuller,10718,CB,VA TECH,3,0,0,42.9,0,1,337,0,0,55.5,61.8,81.3,90.0,66.3,61.2,0,0,0,0,26.0,20.0,1,2,2,89.9,6,1,0,11,120,77,168,2,0,0,2,0,3,166,5,86,32,2,4,0,14,1,1,95,24,15.8
Brandon Williams,10726,CB,TEXAS A&M,12,2,1,57.5,0,0,312,0,0,58.9,58.8,33.5,73.0,58.0,77.9,0,0,0,0,47.0,6.5,2,2,4,89.6,23,0,0,33,420,209,466,2,0,0,2,0,2,464,3,254,9,11,27,1,40,0,1,300,89,13.0
Tavon Young,10738,CB,TEMPLE,11,8,0,56.7,0,0,306,0,0,72.2,75.1,86.7,78.1,79.9,81.7,0,0,0,0,34.0,6.8,3,7,7,83.0,34,1,0,17,720,480,762,5,0,0,5,0,1,757,0,282,19,13,33,4,60,1,2,325,106,9.6
Eric Murray,10740,CB,MINNESOTA,12,2,0,53.4,0,3,225,1,0,65.9,71.4,86.4,94.1,71.0,55.8,0,0,0,1,44.0,20.0,13,5,5,64.8,31,1,0,161,617,395,861,6,0,0,6,0,4,855,8,458,73,22,50,2,58,1,0,353,117,11.4
Juston Burris,10752,CB,NC STATE,12,4,0,48.7,0,1,248,1,0,75.7,75.7,48.0,50.8,76.4,78.8,0,0,0,1,53.0,8.3,3,3,4,60.2,19,0,0,54,617,356,687,9,0,0,9,0,2,678,4,327,5,7,29,2,39,0,1,184,71,9.7
Zack Sanchez,10775,CB,OKLAHOMA,10,1,0,59.2,0,0,261,0,0,65.0,67.7,86.4,78.9,70.2,72.1,0,3,1,6,72.0,13.7,7,5,3,70.6,42,1,0,23,614,329,651,6,0,0,6,0,4,645,4,318,4,18,43,3,71,4,5,527,203,12.5
K.J. Dillon,10793,CB,W VIRGINIA,12,6,1,55.6,1,0,343,0,0,70.0,70.0,65.1,72.1,65.4,50.0,1,6,0,2,45.0,20.3,13,6,3,61.5,25,1,0,132,1,410,829,116,0,0,116,0,105,713,51,368,475,19,45,6,45,8,0,342,162,13.7
Trey Caldwell,10807,CB,LA MONROE,13,3,0,50.0,1,0,209,0,0,89.7,88.9,86.6,71.0,71.8,65.1,0,1,1,1,37.0,13.8,9,11,1,70.5,30,0,0,58,730,363,828,3,0,0,3,0,2,825,2,463,35,25,53,4,60,1,2,325,147,10.8
D.J. White,10812,CB,GA TECH,11,3,0,50.7,1,2,176,0,0,65.4,68.4,85.0,59.5,75.9,74.5,0,0,0,2,44.0,9.3,4,8,3,79.0,35,0,0,107,500,318,653,4,0,0,4,0,8,649,1,334,34,5,36,0,69,0,4,454,106,13.0
Anthony Brown,10823,CB,PURDUE,12,7,0,53.7,0,0,273,0,0,76.9,75.0,87.0,82.6,59.1,61.4,1,1,0,4,72.0,15.6,10,6,5,80.4,36,0,0,98,751,448,907,8,0,0,8,0,9,899,2,457,41,8,47,1,67,2,5,539,212,15.0
Blake Countess,10830,CB,AUBURN,12,6,0,56.3,0,0,115,0,0,73.4,70.8,57.6,59.3,62.4,64.5,0,0,0,2,39.0,15.9,11,8,4,65.2,36,0,0,82,127,425,817,17,0,0,17,0,317,800,9,383,274,15,52,1,64,0,1,370,199,10.3
Maurice Canady,10843,CB,VIRGINIA,12,5,0,63.4,0,0,335,0,0,59.3,60.5,89.3,52.1,65.1,51.2,1,3,0,0,39.0,19.2,10,5,3,99.6,45,0,0,74,366,420,815,22,0,0,22,0,2,793,23,372,351,14,37,4,71,4,4,442,186,9.8
Kevon Seymour,10852,CB,USC,10,3,0,70.8,0,0,326,0,0,67.1,67.7,83.6,,65.9,75.6,0,0,0,1,41.0,6.3,1,0,3,95.8,17,0,0,18,307,213,355,1,0,0,1,0,6,354,0,142,23,3,12,1,24,0,1,220,97,12.9
Jalen Mills,10867,CB,LSU,6,1,0,66.7,0,0,211,0,0,56.9,57.5,86.3,66.8,54.8,80.6,0,1,0,0,57.0,6.5,2,1,0,102.5,20,1,0,41,9,158,314,11,0,0,11,0,36,303,12,144,217,9,28,0,30,2,1,243,110,12.2
Prince Charles Iworah,10883,CB,W KENTUCKY,12,4,0,46.2,1,0,346,0,0,73.3,72.6,86.3,52.0,66.3,45.1,0,1,0,3,67.0,20.5,8,5,3,67.8,36,0,0,66,694,423,786,5,0,0,5,0,6,781,5,358,15,4,27,1,78,1,3,570,197,15.8
Kalan Reed,10887,CB,SO MISS,12,7,0,45.2,0,0,296,1,0,89.8,86.8,48.3,74.1,61.3,57.3,0,0,1,3,41.0,17.0,8,15,3,55.6,33,1,0,47,595,380,675,4,0,0,4,0,2,671,1,294,27,8,32,3,73,1,3,337,129,10.2
Marshon Lattimore,11766,CB,OHIO STATE,7,0,0,55.6,1,0,260,0,0,49.4,54.9,78.5,60.0,68.5,82.3,1,0,0,0,55.0,0.0,0,2,1,138.0,5,0,0,4,60,46,80,1,0,0,1,0,6,79,1,33,9,0,6,0,9,1,2,108,40,21.6
Marlon Humphrey,11771,CB,ALABAMA,12,6,0,54.7,1,2,103,0,0,83.1,83.2,51.2,71.2,77.0,49.5,1,1,0,2,73.0,23.3,10,6,2,82.8,29,0,0,44,665,444,730,0,0,0,0,0,2,730,2,284,19,10,27,2,53,2,2,487,212,16.8
Adoree' Jackson,11773,CB,USC,12,3,0,61.0,0,1,326,0,0,67.9,68.6,85.8,,67.0,78.3,0,0,1,1,75.0,9.1,3,2,2,121.3,25,0,0,38,389,319,548,2,0,0,2,0,41,546,0,229,78,5,27,0,41,0,5,384,71,15.4
Gareon Conley,11779,CB,OHIO STATE,12,4,0,40.8,0,0,260,0,0,80.1,78.2,55.1,70.0,67.6,76.4,0,0,0,2,57.0,7.3,3,4,3,52.6,20,1,0,75,695,432,796,9,0,0,9,0,3,787,0,364,14,10,34,1,49,1,1,314,121,15.7
Jabrill Peppers,11780,CB,MICHIGAN,12,7,0,56.1,0,0,222,0,0,77.6,79.8,58.3,70.4,83.6,83.3,1,3,0,0,31.0,12.7,7,8,5,76.5,32,1,0,114,140,396,765,28,0,0,28,0,30,737,19,350,453,21,41,6,57,5,1,298,144,9.3
Tre'Davious White,11782,CB,LSU,10,3,0,59.1,0,0,211,0,0,72.6,70.9,85.5,64.9,55.7,57.2,0,1,0,0,36.0,18.4,7,5,1,113.2,26,0,0,30,594,358,640,4,0,0,4,0,3,636,5,277,9,10,28,1,44,1,5,253,123,9.7
Kevin King,11788,CB,WASHINGTON,11,5,0,56.9,0,0,340,1,0,74.5,70.9,89.4,52.7,56.5,47.1,0,3,0,3,44.0,24.0,12,3,0,59.8,33,0,0,81,113,364,653,24,0,0,24,0,5,629,7,282,430,13,33,4,58,3,1,364,220,11.0
Quincy Wilson,11801,CB,FLORIDA,12,0,0,43.1,0,0,163,0,0,78.5,75.9,84.8,55.3,56.5,54.7,0,0,0,2,32.0,21.1,4,4,0,54.2,22,0,0,37,456,320,519,5,0,0,5,0,3,514,3,196,18,4,15,0,51,0,2,238,72,10.8
Teez Tabor,11808,CB,FLORIDA,11,4,1,43.1,0,0,163,0,0,90.3,89.9,85.7,74.5,66.1,47.3,0,0,2,4,28.0,20.6,7,12,0,28.1,22,1,0,71,388,338,556,5,0,0,5,0,7,551,8,210,85,7,23,2,51,1,1,198,108,9.0
Chidobe Awuzie,11815,CB,COLORADO,13,11,0,63.6,0,1,143,0,0,83.5,80.4,45.7,68.4,72.4,67.1,6,12,0,2,32.0,13.7,13,6,3,73.1,42,4,0,135,113,387,914,153,0,0,153,0,3,761,88,439,510,41,71,8,66,22,2,325,188,7.7
Ahkello Witherspoon,11821,CB,COLORADO,13,1,0,61.7,1,0,143,0,0,61.6,64.1,85.0,,73.0,53.3,0,0,0,2,45.0,18.5,10,4,4,92.8,37,0,0,34,531,311,570,0,0,0,0,0,4,570,0,259,1,13,43,0,60,0,3,526,210,14.2
Fabian Moreau,11836,CB,UCLA,3,1,0,25.0,0,0,324,0,0,72.2,72.3,80.6,59.6,68.9,65.0,0,0,0,0,11.0,12.5,1,1,2,39.6,2,0,0,14,117,76,143,5,0,0,5,0,2,138,1,66,5,2,6,0,8,0,0,17,0,8.5
Shaquill Griffin,11845,CB,UCF,12,10,0,55.4,0,1,323,0,0,76.5,77.3,87.1,51.4,76.5,58.5,0,0,1,2,93.0,11.9,8,11,1,100.9,36,0,0,48,588,351,750,26,0,0,26,0,71,724,4,395,17,14,49,0,65,0,4,701,387,19.5
Jourdan Lewis,11846,CB,MICHIGAN,12,5,0,36.5,1,0,222,0,0,91.4,91.4,21.5,72.4,84.6,82.4,1,1,1,2,38.0,6.1,3,19,6,44.7,31,1,0,33,617,402,756,10,0,0,10,0,8,746,7,347,88,19,41,3,85,3,1,370,112,11.9
Cameron Sutton,11850,CB,TENNESSEE,12,2,0,52.5,1,2,307,0,0,72.1,71.4,85.6,60.3,61.5,50.0,0,0,0,1,30.0,22.0,9,4,1,69.0,32,0,0,60,686,419,758,7,0,0,7,0,0,751,1,338,5,12,30,3,61,0,1,360,121,11.3
Cordrea Tankersley,11852,CB,CLEMSON,12,2,0,38.0,0,0,140,0,0,85.2,81.8,49.8,58.1,70.6,62.7,1,2,1,4,37.0,15.0,6,6,4,34.9,27,1,0,80,571,362,676,11,0,0,11,0,3,665,12,302,11,17,32,2,71,4,2,260,91,9.6
Rasul Douglas,11854,CB,W VIRGINIA,6,1,0,44.4,0,1,343,0,0,71.5,72.6,79.5,57.7,73.0,43.2,0,0,0,1,15.0,33.3,2,1,1,59.5,4,0,0,1,123,63,124,0,0,0,0,0,0,124,2,59,0,1,3,0,9,0,3,44,7,11.0
Tedric Thompson,11866,CB,COLORADO,13,5,0,63.0,0,0,143,0,0,76.3,76.9,89.4,55.4,75.3,70.9,0,0,0,3,44.0,13.0,10,4,0,68.2,29,0,0,136,1,464,902,12,0,0,12,0,449,890,6,432,304,19,62,6,46,0,2,290,127,10.0
Howard Wilson,11881,CB,HOUSTON,3,0,0,50.0,0,0,182,0,0,81.6,80.9,76.7,,63.4,79.3,0,0,0,1,32.0,0.0,0,1,0,29.7,4,0,0,0,52,29,53,0,0,0,0,0,1,53,0,24,0,1,4,0,8,0,0,49,37,12.3
Damontae Kazee,11904,CB,S DIEGO ST,12,4,0,47.6,0,1,284,0,0,87.7,87.9,23.0,58.2,85.5,64.5,0,0,1,7,75.0,12.0,9,4,3,41.5,30,0,0,66,616,374,703,5,0,0,5,0,16,698,3,326,0,18,62,4,63,0,2,434,172,14.5
Corn Elder,11907,CB,MIAMI FL,12,7,0,58.2,0,0,220,1,0,82.4,81.0,49.2,59.9,74.6,71.8,0,5,0,2,52.0,12.8,6,9,4,66.6,32,2,0,45,436,343,661,10,0,0,10,0,4,651,17,301,166,12,34,1,55,7,0,412,177,12.9
Nate Hairston,11913,CB,TEMPLE,12,0,0,50.0,0,0,306,0,0,68.3,67.0,80.1,,56.9,40.0,0,0,0,0,21.0,28.6,2,0,0,72.9,3,0,0,5,67,63,102,0,0,0,0,0,1,102,0,39,29,3,5,0,6,0,0,42,17,14.0
Treston Decoud,11924,CB,OREGON ST,10,5,0,72.5,0,0,265,0,0,69.7,73.1,85.1,58.6,83.1,69.1,0,1,0,0,51.0,13.5,7,4,2,113.2,29,1,0,47,564,298,624,4,0,0,4,0,4,620,5,321,5,18,40,2,40,2,2,327,142,11.3
Brian Allen,11928,CB,UTAH,10,2,0,56.3,0,0,328,0,0,67.4,72.1,80.9,,86.9,57.7,0,0,0,1,20.0,17.6,3,0,1,73.4,9,0,0,10,192,113,209,1,0,0,1,0,1,208,0,96,5,4,12,0,16,0,1,114,50,12.7
Jeremy Clark,11952,CB,MICHIGAN,12,3,0,45.2,0,0,222,0,0,71.1,70.5,23.9,58.0,67.8,79.8,0,1,0,3,52.0,5.3,1,3,2,63.7,14,0,0,8,336,240,375,4,0,0,4,0,19,371,2,133,8,4,15,0,31,1,3,233,71,16.6
Brandon Wilson,11962,CB,HOUSTON,11,6,0,59.4,0,1,182,1,1,70.5,74.3,85.9,76.8,83.2,61.9,2,0,1,1,46.0,11.3,7,3,1,89.0,41,0,0,24,658,397,685,1,0,0,1,0,1,684,3,285,1,15,49,1,69,2,2,559,131,13.6
Marquez White,11971,CB,FLORIDA ST,12,1,0,44.7,0,0,167,0,0,81.0,81.1,53.0,68.6,75.3,59.8,0,1,0,1,25.0,22.6,7,2,3,48.6,17,0,0,40,730,444,783,6,0,0,6,0,2,777,0,339,5,9,23,2,38,1,0,184,125,10.8
Jalen Myrick,11977,CB,MINNESOTA,9,2,0,47.6,0,0,225,0,0,85.9,86.5,84.0,71.1,78.1,84.2,0,1,1,3,34.0,7.1,2,5,1,33.2,20,1,0,51,414,243,474,1,0,0,1,0,1,473,3,228,7,8,24,3,42,2,0,214,76,10.7
Joshua Holsey,11990,CB,AUBURN,1,0,0,,0,0,115,0,0,62.9,63.0,74.2,59.7,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,5,8,2,0,0,2,0,0,6,1,2,6,0,0,0,0,0,0,0,0,
Jack Tocho,12000,CB,NC STATE,10,2,0,59.1,1,0,248,0,0,67.1,65.4,82.7,58.3,54.8,62.3,0,0,0,1,40.0,16.7,4,1,2,99.2,13,0,0,20,283,183,309,1,0,0,1,0,2,308,1,125,3,0,18,0,22,0,2,193,23,14.8
Ken Webster,12955,CB,OLE MISS,12,5,0,47.2,0,0,226,0,0,76.0,81.6,86.2,67.9,92.0,80.8,0,0,0,1,46.0,6.5,3,6,2,77.9,25,0,0,51,639,436,730,18,0,0,18,0,9,712,4,290,13,15,38,3,53,0,3,325,134,13.0
Zach Allen,22402,CB,GA TECH,1,0,0,0.0,0,0,176,0,0,63.2,64.2,72.1,,60.8,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,14,5,14,0,0,0,0,0,0,14,0,9,0,0,0,0,1,0,0,0,0,
David Moore,22485,CB,BALL ST,12,3,0,63.6,0,1,117,0,0,65.3,69.9,85.7,,84.3,74.3,0,1,0,0,35.0,9.3,5,3,1,102.9,28,0,0,35,525,286,582,17,0,0,17,0,1,565,0,296,4,17,46,2,44,1,2,345,106,12.3
Damon Arnette,28080,CB,OHIO STATE,1,0,0,0.0,0,0,260,0,0,43.6,43.7,72.8,,,,0,0,0,0,,,0,0,0,39.6,0,0,0,1,0,13,13,0,0,0,0,0,4,13,0,0,8,0,0,0,1,0,0,0,0,
Nick Nelson,28495,CB,HAWAII,13,10,0,48.7,1,1,180,0,0,66.9,66.5,12.4,85.3,64.8,47.2,1,1,0,0,75.0,21.0,13,11,7,84.3,37,1,0,168,797,398,988,1,0,0,1,0,9,987,8,582,13,7,39,0,76,3,3,520,195,14.1
Marcus Green,29739,CB,OKLAHOMA,5,0,0,71.4,0,0,261,0,0,64.9,65.4,75.9,,62.4,57.6,0,0,0,0,8.0,20.0,1,0,1,76.5,5,0,0,0,44,29,44,0,0,0,0,0,0,44,0,15,0,2,4,0,7,0,0,25,25,5.0
Ian Thomas,32155,CB,W MICHIGAN,9,0,0,80.0,0,0,347,0,0,68.8,69.0,80.6,58.8,66.9,39.9,0,0,0,1,56.0,33.3,3,0,1,79.2,4,0,0,6,20,101,129,0,0,0,0,0,65,129,1,27,38,2,6,0,5,0,0,93,44,23.3
Mike Hughes,34057,CB,N CAROLINA,11,0,1,16.7,0,0,245,0,0,69.1,69.1,80.8,73.7,58.9,65.7,0,0,0,0,13.0,11.1,1,2,0,39.6,2,0,0,1,144,84,148,2,0,0,2,0,0,146,2,62,1,1,8,0,12,0,0,21,8,10.5
Kris Boyd,34222,CB,TEXAS,8,2,0,83.3,0,0,311,0,0,41.2,45.1,81.7,,62.8,74.1,0,0,0,0,32.0,7.7,1,0,1,149.5,15,0,0,3,186,86,198,4,0,0,4,0,1,194,0,112,4,1,10,0,18,0,2,198,62,13.2
James Smith-Williams,48455,CB,NC STATE,4,1,0,,0,0,248,0,0,63.3,64.9,78.1,55.3,67.3,75.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,7,41,40,0,0,32,8,0,1,13,21,0,2,2,1,0,0,0,0,0,
Rashad Fenton,49329,CB,S CAROLINA,4,1,0,66.7,0,0,289,0,0,58.8,61.8,77.9,,69.3,53.6,0,0,0,0,22.0,25.0,1,0,0,109.7,2,0,0,5,68,30,77,0,0,0,0,0,0,77,0,47,4,0,2,0,3,0,0,40,22,20.0
Carlos Davis,49338,CB,OLE MISS,10,0,0,60.0,0,0,226,0,0,63.7,64.6,81.3,59.6,66.5,67.7,0,0,0,0,21.0,20.0,3,1,1,101.5,9,0,0,21,186,119,212,2,0,0,2,0,1,210,1,92,2,2,12,1,15,0,1,98,35,10.9
Chris Jones,49339,CB,NEBRASKA,11,0,0,53.1,0,0,238,0,0,59.6,60.1,86.0,68.5,56.9,42.0,0,1,0,1,50.0,26.7,8,3,2,81.6,26,1,0,17,529,369,569,11,0,0,11,0,1,558,3,197,11,4,22,1,49,2,2,355,168,13.7
Jaire Alexander,49350,CB,LOUISVILLE,10,0,0,50.0,0,0,210,0,0,71.7,71.5,80.1,54.0,68.9,67.0,0,0,0,1,28.0,16.7,1,2,0,29.7,4,0,0,9,124,66,136,3,0,0,3,0,0,133,2,68,0,0,5,0,8,0,0,49,21,12.3
Ugo Amadi,49352,CB,OREGON,12,2,0,71.1,0,0,264,0,0,65.5,65.3,83.5,54.0,61.4,38.9,0,0,0,2,30.0,25.0,8,2,2,110.4,27,0,0,25,341,244,376,0,0,0,0,0,1,376,2,130,9,7,22,2,38,0,4,328,85,12.1
Isaac Yiadom,49355,CB,BOSTON COL,9,3,0,45.7,0,0,121,0,0,60.5,60.3,25.6,66.3,60.7,71.1,0,0,0,1,53.0,12.0,3,3,5,64.2,16,0,0,30,321,218,394,0,0,0,0,0,26,394,1,175,17,6,19,0,35,0,1,222,38,13.9
Donte Jackson,49377,CB,LSU,10,1,0,63.2,0,0,211,0,0,66.0,71.9,0.0,96.7,70.3,64.1,0,1,0,1,20.0,13.6,3,0,1,75.5,12,0,0,14,89,119,210,2,0,0,2,0,2,208,3,88,103,5,18,0,19,1,1,115,37,9.6
John Reid,49381,CB,PENN STATE,12,2,0,58.1,0,1,266,1,0,74.7,73.1,85.4,53.7,63.2,50.7,0,0,0,2,26.0,25.0,9,1,2,74.1,18,0,0,31,416,243,479,17,0,0,17,0,8,462,6,230,7,8,25,1,31,0,2,216,103,12.0
M.J. Stewart,49397,CB,N CAROLINA,10,10,0,44.8,0,1,245,0,0,89.8,88.4,89.5,66.2,77.4,84.4,0,0,0,4,34.0,6.8,3,12,1,36.9,26,1,0,52,269,352,742,41,0,0,41,0,3,701,4,386,377,11,31,1,58,1,1,284,92,10.9
Donovan Wilson,49408,CB,TEXAS A&M,12,5,1,70.5,0,3,312,0,0,89.7,85.5,89.4,64.7,73.6,62.4,0,6,1,5,13.0,19.6,11,1,2,45.1,31,2,0,94,4,253,564,45,0,0,45,0,39,519,50,261,382,25,40,5,44,8,1,172,156,5.5
Donnie Lewis Jr.,49431,CB,TULANE,10,3,0,63.0,0,0,319,0,0,50.0,52.8,85.0,75.9,56.7,30.6,0,2,0,0,39.0,30.4,14,1,0,116.4,17,0,0,50,259,228,519,2,0,0,2,0,146,517,1,290,62,3,29,0,27,2,2,241,76,14.2
Jordan Thomas,49443,CB,OKLAHOMA,11,4,0,58.7,0,0,261,0,0,75.7,73.8,25.4,58.9,64.9,71.0,0,0,1,5,44.0,13.3,6,3,3,57.2,37,0,0,37,720,404,766,0,0,0,0,0,6,766,1,361,3,7,35,0,63,0,2,434,109,11.7
Ka'dar Hollman,49446,CB,TOLEDO,2,0,0,,0,0,316,0,0,65.8,70.3,73.2,,74.8,78.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,24,15,29,0,0,0,0,0,0,29,0,14,1,1,3,0,0,0,0,0,0,
Chris Williamson,49490,CB,FLORIDA,1,0,0,,0,0,163,0,0,61.3,62.1,66.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,3,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,
Darius Phillips,49507,CB,W MICHIGAN,12,4,0,42.2,0,3,347,0,0,78.8,78.7,22.6,,77.7,87.3,0,0,1,5,60.0,4.3,2,10,3,71.0,35,0,0,31,587,411,775,0,0,0,0,0,4,775,0,364,153,11,41,3,83,0,6,692,209,19.8
Tim Harris,49512,CB,VIRGINIA,10,2,0,60.4,1,0,335,0,0,60.5,60.0,84.5,,55.8,66.7,0,0,0,1,64.0,14.3,5,4,5,108.3,29,0,0,44,465,281,520,0,0,0,0,0,3,520,0,239,8,11,28,3,48,0,4,424,130,14.6
Jordan Miller,49515,CB,WASHINGTON,9,0,0,37.5,0,0,340,0,0,64.4,65.3,79.9,,65.7,52.2,0,0,0,1,27.0,20.0,1,0,1,19.8,3,0,0,4,96,61,111,3,0,0,3,0,0,108,0,50,8,1,4,0,8,0,0,50,12,16.7
Denzel Ward,49558,CB,OHIO STATE,3,0,0,,0,0,260,0,0,66.5,65.5,73.5,55.4,61.7,73.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,19,10,21,0,0,0,0,0,2,21,1,10,0,0,1,0,0,0,0,0,0,
Duke Shelley,49569,CB,KANSAS ST,8,4,0,68.0,0,0,199,1,0,70.1,71.1,85.0,59.7,70.2,52.0,0,0,0,0,38.0,22.0,9,6,0,111.9,34,0,0,1,558,298,567,4,0,0,4,0,2,563,1,268,2,9,28,2,50,0,3,398,246,11.7
Cornell Armstrong,50351,CB,SO MISS,11,1,0,57.7,0,1,296,0,0,68.9,68.4,9.3,59.6,69.5,48.2,0,0,0,2,49.0,15.8,6,1,3,89.6,30,0,0,14,607,363,627,0,0,0,0,0,1,627,1,263,5,6,31,0,52,0,3,452,197,15.1
Isaiah Oliver,50393,CB,COLORADO,8,2,0,53.1,0,0,143,0,0,71.7,70.6,81.0,,61.4,67.1,0,0,0,0,43.0,15.0,3,6,0,77.5,17,0,0,28,200,127,228,0,0,0,0,0,0,228,0,101,0,5,15,0,32,0,1,159,39,9.4
Josh Jackson,50417,CB,IOWA,9,0,0,53.8,0,0,192,0,0,59.2,58.7,77.2,,55.0,53.9,0,0,0,0,34.0,20.0,1,2,1,112.0,7,0,0,8,71,67,83,0,0,0,0,0,1,83,0,16,3,2,4,0,13,0,1,123,30,17.6
Blessuan Austin,50434,CB,RUTGERS,11,5,0,62.7,0,1,278,0,0,55.3,58.1,86.1,65.2,67.8,41.3,0,0,1,1,65.0,20.9,9,4,1,114.3,37,0,0,28,591,338,640,18,0,0,18,0,1,622,4,298,2,10,29,1,59,0,5,549,240,14.8
Natrell Jamerson,50440,CB,WISCONSIN,9,0,0,25.0,0,0,349,0,0,69.1,68.7,81.6,55.1,63.3,78.8,0,0,0,0,6.0,0.0,0,0,0,39.6,3,0,0,1,76,85,112,2,0,0,2,0,0,110,5,22,33,2,3,0,12,0,0,14,6,4.7
Sheldrick Redwine,50458,CB,MIAMI FL,7,1,0,66.7,0,0,220,0,0,66.3,62.1,78.7,57.1,47.5,57.2,0,0,0,0,15.0,16.7,1,0,0,79.9,4,0,0,4,82,42,88,1,0,0,1,0,0,87,2,44,1,1,4,0,6,0,0,32,16,8.0
Brandon Williams,50459,CB,BUFFALO,9,1,0,66.7,0,0,126,0,0,58.6,61.3,75.9,,65.7,52.9,0,0,0,0,47.0,20.0,1,0,0,109.7,2,0,0,8,41,21,54,0,0,0,0,0,2,54,0,33,3,1,3,0,3,0,0,53,17,26.5
Kamrin Moore,50460,CB,BOSTON COL,8,1,0,53.8,0,0,121,0,0,76.0,75.0,84.0,60.0,64.3,73.3,0,0,0,0,51.0,8.3,2,3,1,81.4,21,0,0,41,357,248,422,0,0,0,0,0,3,422,1,173,21,10,21,2,39,0,1,242,93,11.5
Parry Nickerson,50511,CB,TULANE,12,2,0,58.6,0,1,319,1,1,58.8,60.1,56.1,59.4,65.9,40.7,0,0,0,0,49.0,17.0,9,7,3,107.6,34,0,0,45,716,354,814,11,0,0,11,0,1,803,1,459,41,11,42,3,58,0,3,549,155,16.1
Amani Oruwariye,50533,CB,PENN STATE,5,0,0,25.0,0,0,266,0,0,84.1,80.6,76.4,63.7,46.7,28.1,0,0,0,0,1.0,50.0,1,1,0,39.6,1,0,0,2,26,22,32,2,0,0,2,0,0,30,1,9,2,1,1,0,4,0,0,1,1,1.0
Avonte Maddox,50543,CB,PITTSBURGH,12,5,0,51.6,0,0,268,0,0,73.2,75.4,51.3,63.9,82.1,79.7,1,1,1,3,49.0,9.5,7,13,3,82.7,49,1,0,59,667,423,736,3,0,0,3,0,1,733,14,299,6,23,62,1,95,3,6,677,206,13.8
Minkah Fitzpatrick,51206,CB,ALABAMA,11,4,0,63.0,0,0,103,0,0,75.9,74.9,89.0,70.5,62.5,79.8,2,2,2,2,26.0,6.5,2,5,2,70.9,29,2,0,30,12,331,535,9,0,0,9,0,5,526,13,191,479,13,25,1,46,6,2,220,110,7.6
Mike Edwards,51282,CB,KENTUCKY,9,1,0,50.0,0,0,202,0,0,57.9,64.5,84.4,58.8,75.5,58.7,0,0,1,1,38.0,18.4,7,2,0,68.1,10,0,0,42,1,129,312,5,0,0,5,0,148,307,2,181,116,10,30,2,20,0,1,137,32,13.7
Terrell Edmunds,51334,CB,VA TECH,11,9,0,40.0,1,1,337,1,0,67.2,69.0,85.1,54.2,72.8,76.3,0,1,0,0,45.0,6.9,2,3,3,93.2,10,0,0,46,339,151,440,13,0,0,13,0,9,427,3,286,33,6,18,2,25,1,3,109,8,10.9
Jaylinn Hawkins,51423,CB,CAL,1,0,0,33.3,0,0,130,0,0,49.3,50.3,73.5,,60.8,,0,0,0,0,37.0,,0,1,0,81.3,1,0,0,0,21,12,21,0,0,0,0,0,0,21,0,9,0,0,0,0,3,0,0,37,4,37.0
Marshon Lattimore,11766,CB,OHIO STATE,12,2,0,45.0,0,0,260,0,0,89.8,89.7,84.8,64.5,75.9,90.9,0,0,1,4,36.0,0.0,0,9,2,31.9,18,0,0,29,486,283,536,12,0,0,12,0,0,524,7,246,9,9,34,0,40,0,1,226,106,12.6
Marlon Humphrey,11771,CB,ALABAMA,12,3,0,50.0,0,1,103,0,0,84.1,84.0,86.0,58.7,76.0,75.0,0,0,1,2,70.0,10.8,4,4,3,75.6,26,0,0,49,612,412,683,6,0,0,6,0,1,677,2,269,15,14,30,3,52,0,2,437,99,16.8
Adoree' Jackson,11773,CB,USC,12,4,0,52.5,0,0,326,1,0,85.4,87.4,85.7,56.1,88.5,81.8,0,1,0,4,70.0,7.5,4,7,1,82.0,31,0,0,38,643,394,696,1,0,0,1,0,1,695,2,300,13,14,45,2,59,1,6,432,127,13.9
Gareon Conley,11779,CB,OHIO STATE,12,2,0,29.4,0,0,260,0,0,88.0,84.0,85.2,51.6,63.1,63.2,1,0,0,3,21.0,16.7,4,8,1,14.0,10,0,0,37,448,285,537,10,0,0,10,0,2,527,6,246,38,4,18,0,34,1,1,113,28,11.3
