snap_counts_ce,player_id,non_spike_pass_block_percentage,grades_run_block,franchise_id,pass_block_percent,hurries_allowed,snap_counts_block,snap_counts_run_block,pbe,snap_counts_rg,hits_allowed,sacks_allowed,block_percent,grades_offense,penalties,player,non_spike_pass_block,snap_counts_pass_play,position,grades_pass_block,snap_counts_te,pressures_allowed,snap_counts_rt,team_name,snap_counts_pass_block,player_game_count,snap_counts_offense,declined_penalties,snap_counts_lt,snap_counts_lg
788,45547,100.0,77.9,222,100.0,11,795,436,98.1,0,2,0,100.0,80.4,1,Mason Cole,349,359,C,81.3,0,13,0,MICHIGAN,359,12,795,0,6,0
0,45376,100.0,61.8,261,100.0,13,791,416,97.9,659,2,0,100.0,63.2,4,Dru Samia,359,375,G,69.2,1,15,131,OKLAHOMA,375,12,791,0,0,0
35,27124,100.0,66.3,218,100.0,15,784,366,97.6,0,0,2,100.0,66.2,4,Dustin Woodard,401,418,G,68.1,0,17,0,MEMPHIS,418,12,784,0,0,749
0,11877,100.0,85.4,284,100.0,2,778,477,99.7,0,0,0,100.0,87.0,2,Nico Siragusa,286,301,G,89.1,0,2,0,S DIEGO ST,301,12,778,0,0,777
0,29244,100.0,65.8,339,100.0,8,772,389,98.2,772,3,1,100.0,66.0,5,Phil Haynes,363,383,G,72.1,0,12,0,WAKE,383,12,772,1,0,0
0,46815,100.0,68.5,103,100.0,9,765,383,98.1,75,3,1,100.0,70.0,2,Ross Pierschbacher,370,382,G,75.7,0,13,0,ALABAMA,382,12,765,0,0,690
0,11933,100.0,75.7,220,100.0,3,761,332,98.5,761,1,4,100.0,79.1,0,Danny Isidora,413,429,G,88.4,0,8,0,MIAMI FL,429,12,761,0,0,0
0,46692,100.0,65.6,121,100.0,11,754,402,97.8,754,0,2,100.0,68.7,2,Chris Lindstrom,336,352,G,77.2,0,13,0,BOSTON COL,352,12,754,1,0,0
0,46912,99.7,62.7,340,99.7,23,744,347,96.8,0,1,0,99.9,66.3,3,Kaleb McGary,379,398,T,65.4,3,24,741,WASHINGTON,397,12,745,1,0,0
0,46180,100.0,92.3,330,100.0,1,741,361,99.9,0,0,0,100.0,92.0,3,Will Hernandez,363,380,G,94.8,0,1,0,UTEP,380,12,741,0,0,741
0,11914,99.7,67.5,312,99.8,16,741,326,97.2,157,0,3,99.9,66.6,5,Jermaine Eluemunor,396,416,T,70.2,0,19,584,TEXAS A&M,415,11,742,1,0,0
0,36800,100.0,74.4,261,100.0,15,739,411,97.1,1,1,1,100.0,77.6,3,Bobby Evans,315,328,T,71.9,1,17,733,OKLAHOMA,328,11,739,1,4,0
60,39268,100.0,72.2,187,100.0,11,733,320,97.7,428,3,2,100.0,72.0,3,Nick Allegretti,394,413,G,69.1,0,16,0,ILLINOIS,413,12,733,0,0,245
0,28149,100.0,59.8,264,100.0,15,729,356,95.4,0,4,7,100.0,54.7,6,Shane Lemieux,360,373,G,40.3,0,26,0,OREGON,373,12,729,0,0,729
0,46048,100.0,74.2,173,100.0,9,725,378,98.6,0,0,0,100.0,75.1,3,Isaiah Wynn,328,347,G,81.0,0,9,0,GEORGIA,347,11,725,0,53,672
0,46271,100.0,62.9,339,100.0,15,724,355,95.6,0,4,6,100.0,65.2,7,Justin Herron,349,369,T,74.0,0,25,4,WAKE,369,11,724,2,720,0
0,41482,100.0,69.1,261,100.0,7,704,401,98.8,0,0,0,100.0,71.1,2,Ben Powers,290,303,G,76.2,0,7,0,OKLAHOMA,303,10,704,0,0,704
0,46333,99.7,59.7,227,99.7,16,701,363,94.7,0,6,6,99.9,58.5,5,Martinas Rankin,321,339,T,58.9,1,28,0,MISS STATE,338,12,702,1,700,0
0,11945,100.0,72.4,328,100.0,10,700,364,97.4,0,2,2,100.0,72.0,4,Sam Tevi,312,336,T,68.2,0,14,700,UTAH,336,10,700,1,0,0
0,46618,100.0,72.5,173,100.0,7,699,368,98.6,699,0,1,100.0,73.8,1,Lamont Gaillard,316,331,G,76.2,0,8,0,GEORGIA,331,12,699,0,0,0
0,11892,100.0,75.4,326,100.0,6,693,316,98.5,0,1,2,100.0,75.0,10,Zach Banner,362,377,T,82.0,0,9,690,USC,377,10,693,2,2,0
0,41665,99.7,80.0,163,99.7,8,688,335,97.2,0,3,4,99.9,78.4,5,Jawaan Taylor,338,354,T,73.5,23,15,666,FLORIDA,353,11,689,0,0,0
626,11813,100.0,80.1,211,100.0,9,684,372,98.5,0,0,0,100.0,82.5,5,Ethan Pocic,303,312,C,82.1,0,9,42,LSU,312,11,684,0,16,0
0,11884,100.0,70.5,163,99.7,7,677,315,97.7,0,3,3,99.9,73.8,3,David Sharpe,348,363,T,74.3,3,13,0,FLORIDA,362,11,678,0,674,0
629,45576,100.0,85.7,192,100.0,7,629,350,97.3,0,2,3,100.0,85.9,4,James Daniels,275,279,C,74.3,0,12,0,IOWA,279,10,629,1,0,0
0,11891,99.6,82.1,265,99.7,12,596,307,96.4,0,6,1,100.0,79.5,4,Sean Harlow,274,290,T,69.5,0,19,0,OREGON ST,289,9,596,0,596,0
0,46254,99.7,68.0,226,99.7,13,590,217,96.9,0,3,3,99.8,70.9,1,Greg Little,353,374,T,71.0,0,19,0,OLE MISS,373,12,591,0,590,0
0,11793,100.0,83.2,346,100.0,2,584,240,99.4,0,2,0,100.0,90.8,1,Forrest Lamp,334,344,T,94.0,0,4,0,W KENTUCKY,344,10,584,0,584,0
0,39386,100.0,78.1,211,100.0,6,582,310,98.5,0,2,0,100.0,78.6,2,Will Clapp,263,272,G,83.3,0,8,0,LSU,272,10,582,0,0,582
0,11826,100.0,80.4,190,100.0,4,568,298,98.7,291,1,1,100.0,82.2,1,Dan Feeney,260,270,G,82.9,0,6,277,INDIANA,270,8,568,1,0,0
0,38935,100.0,71.1,110,100.0,5,544,254,98.9,0,1,0,100.0,73.9,1,Sam Jones,274,290,G,84.5,0,6,0,ARIZONA ST,290,7,544,0,0,544
0,27305,100.0,72.4,222,100.0,6,536,313,97.9,0,3,0,100.0,74.3,0,Ben Bredeson,217,223,G,75.8,0,9,0,MICHIGAN,223,11,536,0,0,535
0,27064,99.4,72.0,216,99.4,12,532,201,97.0,0,1,3,99.4,73.1,2,Jack Driscoll,317,333,T,71.2,103,16,241,UMASS,331,8,535,0,185,0
0,46808,100.0,68.8,136,100.0,2,518,277,99.1,516,0,1,100.0,71.6,1,Nate Davis,227,241,G,83.1,0,3,0,CHARLOTTE,241,9,518,0,0,2
0,41714,100.0,66.4,266,100.0,16,510,242,95.8,510,1,2,100.0,64.0,4,Connor McGovern,253,268,G,61.4,0,19,0,PENN STATE,268,11,510,1,0,0
0,46298,100.0,70.4,227,100.0,3,435,235,98.1,0,2,1,100.0,74.0,2,Elgton Jenkins,188,200,T,87.4,0,6,0,MISS STATE,200,11,435,0,212,223
0,46229,99.5,65.5,136,99.5,3,410,199,96.9,0,3,3,99.8,63.7,5,Cameron Clark,196,212,T,67.7,6,9,3,CHARLOTTE,211,12,411,0,400,0
0,35941,100.0,61.1,349,100.0,6,383,260,95.4,0,3,1,100.0,60.5,2,David Edwards,120,123,T,55.2,0,10,377,WISCONSIN,123,8,383,2,6,0
0,44802,100.0,57.7,167,100.0,11,382,170,95.9,0,1,2,100.0,60.9,1,Rick Leonard,197,212,T,61.9,0,14,380,FLORIDA ST,212,6,382,0,2,0
0,46335,99.4,53.3,215,99.4,5,365,202,96.0,0,2,3,100.0,58.8,2,Derwin Gray,161,164,T,72.4,0,10,0,MARYLAND,163,12,365,1,365,0
0,46195,100.0,80.0,226,100.0,3,343,118,98.4,0,2,1,100.0,77.6,5,Rod Taylor,216,225,T,74.1,0,6,0,OLE MISS,225,9,343,0,343,0
0,47013,100.0,68.5,324,100.0,11,342,143,95.0,0,6,1,100.0,65.1,2,Kolton Miller,190,199,T,60.2,0,18,342,UCLA,199,5,342,0,0,0
0,46752,100.0,70.1,340,100.0,6,341,191,97.1,207,0,1,100.0,69.2,2,Nick Harris,140,150,G,65.0,0,7,0,WASHINGTON,150,10,341,0,0,134
0,37181,100.0,79.3,202,100.0,1,290,197,97.2,0,2,1,100.0,76.9,3,Logan Stenberg,89,93,G,64.0,0,4,0,KENTUCKY,93,11,290,0,0,290
0,40470,99.1,58.8,319,99.1,8,287,175,94.8,0,1,1,99.7,55.1,1,Tyler Johnson,106,113,T,44.4,7,10,0,TULANE,112,8,288,0,281,0
0,46978,100.0,75.5,328,100.0,7,278,126,97.5,0,0,0,100.0,72.0,3,Jackson Barton,139,152,T,71.4,0,7,229,UTAH,152,6,278,0,48,0
0,46614,100.0,59.7,202,100.0,6,272,173,95.2,19,1,1,100.0,58.5,2,George Asafo-Adjei,94,99,T,54.0,0,8,253,KENTUCKY,99,11,272,0,0,0
0,46232,97.8,58.2,326,97.8,1,191,101,98.9,0,1,0,99.0,56.6,2,Chuma Edoga,88,92,T,70.6,20,2,103,USC,90,8,193,0,70,0
0,41715,100.0,73.8,140,100.0,1,158,83,97.8,0,0,1,100.0,71.5,2,John Simpson,68,75,G,67.5,0,2,0,CLEMSON,75,8,158,1,0,158
0,39805,100.0,65.3,261,100.0,1,127,49,97.9,0,0,1,100.0,66.1,1,Cody Ford,73,78,G,80.2,0,2,0,OKLAHOMA,78,3,127,0,0,127
0,46773,100.0,61.9,190,100.0,1,99,58,98.7,97,0,0,100.0,65.8,2,Simon Stepaniak,40,41,G,84.4,0,1,0,INDIANA,41,5,99,0,0,0
1,38897,100.0,78.3,264,100.0,3,56,28,94.2,0,0,0,100.0,76.7,0,Tyrell Crosby,26,28,T,56.3,0,3,0,OREGON,28,2,56,0,55,0
23,41141,100.0,52.7,306,100.0,3,51,24,94.2,0,0,0,100.0,44.0,0,Matt Hennessy,26,27,C,13.2,0,3,0,TEMPLE,27,4,51,0,0,28
0,44820,100.0,67.6,115,100.0,0,50,49,100.0,0,0,0,100.0,70.3,0,Prince Tega Wanogho,1,1,T,74.8,0,0,50,AUBURN,1,3,50,0,0,0
15,37070,100.0,60.4,278,100.0,0,50,43,100.0,29,0,0,100.0,62.2,0,Jonah Jackson,7,7,G,78.4,0,0,0,RUTGERS,7,5,50,0,0,4
0,47004,100.0,55.6,305,100.0,0,46,21,93.7,0,1,1,100.0,57.4,0,Lucas Niang,24,25,T,59.4,0,2,46,TCU,25,6,46,0,0,0
0,36501,100.0,64.7,245,100.0,0,19,14,100.0,0,0,0,100.0,67.4,0,Charlie Heck,5,5,T,76.1,4,0,15,N CAROLINA,5,6,19,0,0,0
0,46297,100.0,53.5,343,100.0,0,15,10,100.0,0,0,0,100.0,56.3,0,Yodny Cajuste,5,5,T,77.4,0,0,0,W VIRGINIA,5,1,15,0,15,0
0,37327,100.0,59.2,343,100.0,0,6,4,100.0,0,0,0,100.0,60.1,0,Matt Jones,2,2,G,73.3,0,0,0,W VIRGINIA,2,1,6,0,0,6
1,30414,,,245,100.0,0,1,0,,0,0,0,100.0,60.0,0,Kyle Murphy,0,1,C,90.4,0,0,0,N CAROLINA,1,1,1,0,0,0
0,41471,,60.0,173,,0,1,1,,1,0,0,100.0,60.0,0,Solomon Kindley,0,0,G,,0,0,0,GEORGIA,0,1,1,0,0,0
0,29250,100.0,60.8,341,100.0,14,974,220,98.4,0,5,2,100.0,78.6,5,Andre Dillard,734,754,T,90.9,0,21,0,WASH STATE,754,12,974,1,974,0
0,46087,99.8,61.9,190,99.8,19,968,360,98.0,0,4,0,99.9,65.8,3,Wes Martin,569,609,G,73.8,0,23,0,INDIANA,608,12,969,1,0,969
0,46953,100.0,77.1,341,100.0,14,958,216,98.3,0,2,4,100.0,86.7,5,Cole Madison,722,742,T,91.4,0,20,958,WASH STATE,742,12,958,0,0,0
0,46179,99.0,68.7,146,99.1,13,940,408,97.9,0,0,4,99.5,76.0,3,Matt Peart,496,537,T,80.1,27,17,0,UCONN,532,12,945,0,915,0
0,38935,100.0,65.3,110,100.0,11,935,446,98.6,0,0,1,100.0,69.0,2,Sam Jones,464,489,G,83.3,1,12,0,ARIZONA ST,489,12,935,1,0,932
924,46013,100.0,77.7,248,100.0,9,924,421,98.6,0,2,1,100.0,80.1,3,Garrett Bradbury,476,503,C,81.5,0,12,0,NC STATE,503,12,924,2,0,0
919,37327,100.0,61.7,343,100.0,15,919,394,98.2,0,1,1,100.0,64.9,9,Matt Jones,497,525,C,72.5,0,17,0,W VIRGINIA,525,12,919,4,0,0
0,46692,100.0,80.2,121,100.0,11,914,517,98.0,158,0,2,100.0,81.5,2,Chris Lindstrom,383,397,T,78.0,1,13,741,BOSTON COL,397,12,914,1,0,0
893,46104,100.0,80.2,223,100.0,7,908,416,99.0,13,2,0,100.0,80.8,4,Brian Allen,460,492,C,84.3,0,9,0,MICH STATE,492,12,908,0,0,2
0,46978,100.0,60.4,328,100.0,14,907,392,98.0,0,3,1,100.0,70.0,3,Jackson Barton,471,515,T,80.1,4,18,0,UTAH,515,12,907,1,900,0
0,46961,100.0,78.6,254,100.0,4,895,454,99.4,0,1,0,100.0,86.0,3,Max Scharping,426,441,T,93.2,1,5,0,N ILLINOIS,441,12,895,1,894,0
892,23918,100.0,77.0,324,100.0,10,892,327,98.3,0,4,2,100.0,78.5,2,Scott Quessenberry,545,565,C,81.4,0,16,0,UCLA,565,12,892,0,0,0
0,47013,99.8,75.7,324,99.8,7,891,327,98.2,0,9,2,99.9,80.4,1,Kolton Miller,544,565,T,80.8,0,18,0,UCLA,564,12,892,0,890,0
877,28148,100.0,68.3,264,100.0,14,877,543,97.8,0,0,0,100.0,67.8,8,Jake Hanson,314,334,C,66.9,0,14,0,OREGON,334,12,877,0,0,0
0,28149,100.0,64.9,264,100.0,2,873,541,98.2,0,1,4,100.0,67.2,5,Shane Lemieux,312,332,G,86.2,0,7,0,OREGON,332,12,873,0,0,873
865,46298,100.0,66.8,227,100.0,8,865,496,98.8,0,0,0,100.0,66.4,5,Elgton Jenkins,347,369,C,63.8,0,8,0,MISS STATE,369,12,865,0,0,0
0,29314,99.8,75.7,343,99.8,14,862,366,97.9,0,2,2,99.9,79.5,2,Colton McKivitz,471,497,T,80.1,4,18,858,W VIRGINIA,496,12,863,0,0,0
0,46131,100.0,75.7,337,100.0,4,859,444,99.4,0,1,0,100.0,77.3,2,Wyatt Teller,395,415,G,83.3,0,5,0,VA TECH,415,12,859,0,0,858
0,45419,99.8,62.1,198,99.8,13,851,327,97.5,0,4,4,99.9,72.0,5,Hakeem Adeniji,501,525,T,80.7,2,21,49,KANSAS,524,12,852,1,798,0
0,38897,99.7,76.7,264,99.7,4,844,528,99.3,0,0,0,99.9,83.0,5,Tyrell Crosby,296,317,T,95.1,0,4,0,OREGON,316,12,845,2,844,0
0,41973,100.0,63.0,120,100.0,7,840,392,97.8,0,4,4,100.0,70.3,2,Ezra Cleveland,433,448,T,79.3,6,15,0,BOISE ST,448,12,840,0,834,0
0,46375,100.2,61.8,210,100.2,16,839,332,97.6,0,1,3,100.0,68.0,7,Geron Christian,485,506,T,81.6,8,20,355,LOUISVILLE,507,12,839,0,476,0
0,27064,98.4,78.0,216,98.5,7,839,309,98.0,0,1,6,99.1,80.1,3,Jack Driscoll,498,538,T,81.7,154,14,692,UMASS,530,12,847,0,1,0
830,46883,100.0,71.1,339,100.0,3,834,405,99.5,0,1,0,100.0,75.0,3,Ryan Anderson,415,429,C,86.6,0,4,4,WAKE,429,12,834,0,0,0
0,46271,100.0,63.7,339,100.0,9,834,404,98.6,0,3,0,100.0,67.0,12,Justin Herron,415,430,T,84.5,1,12,0,WAKE,430,12,834,0,799,33
0,38555,100.0,67.7,138,100.0,17,833,338,97.6,0,5,0,100.0,74.0,4,Korey Cunningham,467,495,T,78.7,0,22,0,CINCINNATI,495,12,833,1,831,1
0,36501,100.0,66.3,245,100.0,16,833,357,97.2,0,1,4,100.0,71.7,2,Charlie Heck,453,476,T,74.5,0,21,832,N CAROLINA,476,12,833,0,0,0
814,37347,100.0,60.4,312,100.0,5,832,408,99.0,0,1,1,100.0,66.6,1,Erik McCoy,403,424,C,80.9,0,7,0,TEXAS A&M,424,12,832,0,0,18
0,46854,100.0,68.4,268,100.0,8,831,396,98.6,0,2,1,100.0,76.5,2,Brian O'Neill,423,435,T,84.9,14,11,0,PITTSBURGH,435,12,831,0,817,0
0,46735,100.0,75.0,207,100.0,12,829,375,98.0,828,0,3,100.0,77.5,1,Kevin Dotson,442,454,G,82.5,0,15,0,LA LAFAYET,454,12,829,0,0,0
0,46297,100.0,71.1,343,100.0,12,828,357,98.4,0,0,1,100.0,73.3,8,Yodny Cajuste,446,471,T,82.4,2,13,1,W VIRGINIA,471,12,828,1,825,0
0,46290,99.8,68.6,239,99.8,5,828,315,98.4,0,4,3,99.9,76.3,2,Austin Corbett,483,514,T,81.4,0,12,0,NEVADA,513,12,829,1,826,0
0,46302,100.0,65.3,347,100.0,6,828,473,98.4,0,1,2,100.0,65.8,10,Chukwuma Okorafor,335,355,T,80.5,0,9,0,W MICHIGAN,355,12,828,0,828,0
0,46794,99.2,80.0,115,99.2,2,825,461,99.2,738,0,2,99.6,82.6,0,Braden Smith,354,367,G,90.8,87,4,1,AUBURN,364,12,828,0,0,1
0,46275,100.0,92.7,258,100.0,10,825,429,97.6,0,2,3,100.0,92.5,3,Mike McGlinchey,378,396,T,81.9,0,15,0,NOTRE DAME,396,12,825,0,825,0
0,12954,100.0,90.7,258,100.0,2,819,423,99.3,0,1,1,100.0,90.9,3,Quenton Nelson,378,396,G,90.5,0,4,0,NOTRE DAME,396,12,819,0,0,819
65,46040,100.0,52.8,226,100.0,17,811,294,97.6,0,5,1,100.0,55.2,5,Javon Patterson,494,517,G,59.4,0,23,0,OLE MISS,517,12,811,0,0,746
0,36800,100.0,84.6,261,100.0,6,811,384,98.8,0,2,1,100.0,85.6,5,Bobby Evans,411,427,T,84.9,9,9,801,OKLAHOMA,427,12,811,1,1,0
0,45547,99.4,77.1,222,99.5,8,810,438,97.2,0,4,4,99.8,80.5,2,Mason Cole,357,374,T,76.0,10,16,0,MICHIGAN,372,12,812,1,800,0
0,27305,100.0,65.7,222,100.0,15,810,437,96.9,0,7,0,100.0,66.0,2,Ben Bredeson,358,373,G,65.9,0,22,0,MICHIGAN,373,12,810,0,0,810
0,46227,100.0,90.1,261,100.0,8,803,378,98.8,0,0,1,100.0,91.2,4,Orlando Brown Jr.,409,425,T,86.3,0,9,6,OKLAHOMA,425,12,803,0,797,0
0,46647,100.0,66.1,305,100.0,6,802,398,98.2,597,0,4,100.0,70.6,5,Matt Pryor,385,404,G,87.8,2,10,202,TCU,404,12,802,0,0,0
801,41141,100.0,67.1,306,100.0,7,802,359,98.9,0,0,1,100.0,73.2,4,Matt Hennessy,419,443,C,85.5,0,8,1,TEMPLE,443,11,802,1,0,0
0,46673,100.0,76.4,108,100.0,7,801,427,98.4,800,4,0,100.0,76.2,4,Colby Gossett,353,374,G,74.9,0,11,0,APP STATE,374,12,801,0,0,1
0,46282,100.0,64.6,265,100.0,12,798,380,97.6,0,5,1,100.0,69.3,2,Blake Brandel,398,418,T,73.7,12,18,1,OREGON ST,418,12,798,0,785,0
0,28021,100.0,66.2,260,100.0,9,798,382,97.9,0,1,3,100.0,65.6,7,Michael Jordan,386,416,G,71.0,0,13,0,OHIO STATE,416,12,798,2,0,798
0,47019,100.0,88.3,260,100.0,7,797,382,97.5,0,4,4,100.0,83.6,5,Isaiah Prince,385,415,T,68.1,0,15,797,OHIO STATE,415,12,797,1,0,0
481,41878,100.0,61.7,284,100.0,4,797,482,98.2,316,5,1,100.0,63.8,1,Keith Ismael,299,315,C,65.6,0,10,0,S DIEGO ST,315,12,797,0,0,0
0,41339,100.0,82.7,169,100.0,6,791,387,98.7,0,4,0,100.0,81.5,4,Netane Muti,390,404,G,79.1,6,10,0,FRESNO ST,404,12,791,0,0,784
0,35941,100.0,82.5,349,100.0,4,788,508,98.1,0,4,1,100.0,83.6,5,David Edwards,266,280,T,81.9,0,9,788,WISCONSIN,280,12,788,0,0,0
787,39386,100.0,75.7,211,100.0,7,787,459,98.6,0,0,1,100.0,78.9,1,Will Clapp,314,328,C,79.5,0,8,0,LSU,328,12,787,0,0,0
0,46226,100.0,82.4,260,100.0,6,785,376,98.4,0,2,2,100.0,85.8,2,Jamarco Jones,379,409,T,82.4,0,10,0,OHIO STATE,409,12,785,1,785,0
0,46254,99.6,72.1,226,99.6,10,784,284,98.3,0,2,2,99.7,76.8,4,Greg Little,479,502,T,82.7,0,14,0,OLE MISS,500,12,786,0,784,0
781,46795,100.0,74.2,260,100.0,7,781,370,98.7,0,1,1,100.0,74.9,3,Billy Price,381,411,C,76.7,0,9,0,OHIO STATE,411,12,781,0,0,0
0,38554,99.6,78.4,349,99.6,5,780,503,97.3,0,5,2,99.9,82.1,3,Michael Deiter,263,278,T,77.5,0,12,0,WISCONSIN,277,12,781,0,781,0
777,41714,100.0,67.7,266,100.0,10,777,324,98.1,0,1,3,100.0,72.3,2,Connor McGovern,441,453,C,77.4,0,14,0,PENN STATE,453,12,777,0,0,0
0,27124,100.0,58.0,218,100.0,5,765,329,99.2,0,0,1,100.0,61.3,6,Dustin Woodard,412,436,G,83.7,0,6,0,MEMPHIS,436,11,765,0,0,764
0,38951,100.0,67.0,333,100.0,23,763,313,96.6,0,4,1,100.0,68.6,6,Justin Skule,424,450,T,66.1,9,28,0,VANDERBILT,450,12,763,4,754,0
298,39268,100.0,59.7,187,100.0,13,760,333,97.5,278,3,2,100.0,60.8,1,Nick Allegretti,398,427,G,59.8,0,18,0,ILLINOIS,427,12,760,0,1,183
0,46335,100.0,62.2,215,100.0,9,760,361,98.1,0,3,1,100.0,67.7,7,Derwin Gray,373,399,T,76.2,0,13,0,MARYLAND,399,12,760,1,760,0
758,41178,100.0,85.1,349,100.0,2,758,484,99.4,0,1,0,100.0,85.7,5,Tyler Biadasz,261,274,C,83.8,0,3,0,WISCONSIN,274,12,758,0,0,0
0,46195,100.0,70.5,226,100.0,14,753,275,97.5,0,3,3,100.0,68.9,11,Rod Taylor,457,478,T,73.7,0,20,727,OLE MISS,478,12,753,2,26,0
0,44959,100.0,77.3,111,100.0,9,748,358,98.5,0,2,0,100.0,77.5,2,Hjalte Froholdt,366,390,G,76.7,0,11,0,ARKANSAS,390,12,748,0,0,747
0,44802,100.0,67.3,167,100.0,10,732,355,96.4,0,6,5,100.0,72.0,3,Rick Leonard,361,377,T,74.0,0,21,732,FLORIDA ST,377,12,732,0,0,0
730,45576,100.0,90.9,192,100.0,5,730,364,98.3,0,1,3,100.0,89.4,4,James Daniels,351,366,C,72.2,0,9,0,IOWA,366,11,730,1,0,0
0,46912,99.7,75.5,340,99.7,10,726,354,98.0,0,2,1,99.9,78.1,3,Kaleb McGary,353,373,T,77.3,0,13,726,WASHINGTON,372,12,727,0,0,0
0,41651,100.0,75.0,103,100.0,11,724,381,98.3,0,0,0,100.0,78.9,4,Jonah Williams,329,343,T,80.5,3,11,0,ALABAMA,343,12,724,0,711,9
0,46752,100.0,69.3,340,100.0,9,720,348,98.2,720,2,1,100.0,70.0,2,Nick Harris,353,372,G,69.6,0,12,0,WASHINGTON,372,12,720,1,0,0
0,46139,100.0,77.2,207,100.0,14,717,329,96.3,0,2,6,100.0,75.5,3,Robert Hunt,378,388,G,69.7,0,22,67,LA LAFAYET,388,11,717,1,160,489
0,41665,100.0,71.4,163,100.0,15,717,342,96.8,0,2,3,100.0,71.0,5,Jawaan Taylor,365,375,T,67.6,3,20,579,FLORIDA,375,11,717,0,134,0
713,27934,100.0,73.6,103,100.0,3,714,377,99.5,0,0,0,100.0,76.1,3,Bradley Bozeman,323,337,C,80.8,0,3,0,ALABAMA,337,12,714,1,0,0
709,46618,100.0,69.6,173,100.0,4,709,458,98.3,0,2,1,100.0,71.7,4,Lamont Gaillard,239,251,C,80.4,0,7,0,GEORGIA,251,12,709,0,0,0
0,45376,100.0,65.6,261,100.0,16,709,342,97.0,709,1,2,100.0,65.2,4,Dru Samia,352,367,G,64.9,0,19,0,OKLAHOMA,367,11,709,1,0,0
0,59701,100.0,63.5,173,100.0,9,708,457,96.9,0,4,1,100.0,66.4,3,Andrew Thomas,239,251,T,73.8,0,14,708,GEORGIA,251,12,708,0,0,0
0,46808,100.0,62.9,136,100.0,7,701,336,97.8,699,2,3,100.0,63.2,3,Nate Davis,342,365,G,66.9,0,12,0,CHARLOTTE,365,12,701,0,2,0
0,37181,100.0,61.1,202,100.0,8,697,360,97.3,1,3,3,100.0,61.3,5,Logan Stenberg,318,337,G,69.7,0,14,0,KENTUCKY,337,12,697,1,0,696
0,46048,100.0,91.0,173,100.0,2,694,448,99.1,0,0,1,100.0,91.4,3,Isaiah Wynn,234,246,T,82.6,1,3,0,GEORGIA,246,12,694,0,693,0
0,46180,100.0,82.6,330,100.0,3,692,285,99.6,0,0,0,100.0,84.6,3,Will Hernandez,386,407,G,92.6,0,3,0,UTEP,407,12,692,1,0,692
0,47008,100.0,84.6,199,100.0,6,677,376,98.9,0,0,0,100.0,89.3,3,Dalton Risner,276,301,T,91.8,0,6,677,KANSAS ST,301,12,677,0,0,0
0,29244,100.0,66.3,339,100.0,6,676,328,98.7,0,1,1,100.0,70.4,1,Phil Haynes,337,348,G,80.2,0,8,0,WAKE,348,11,676,1,0,676
0,59818,100.2,62.4,210,100.2,13,674,259,98.0,0,1,1,100.0,65.2,5,Mekhi Becton,403,414,T,73.5,0,15,394,LOUISVILLE,415,11,674,0,280,0
0,44820,99.6,63.0,115,99.6,11,655,387,96.2,0,5,2,99.8,68.1,2,Prince Tega Wanogho,262,269,T,73.1,0,18,60,AUBURN,268,12,656,0,593,0
0,60063,100.0,64.6,289,100.0,18,646,279,96.2,0,3,3,100.0,63.2,3,Dennis Daley,355,367,T,60.9,0,24,0,S CAROLINA,367,11,646,0,645,0
0,59820,100.0,67.7,211,100.0,15,644,383,95.6,95,1,3,100.0,66.9,2,Saahdiq Charles,250,261,T,60.7,27,19,68,LSU,261,11,644,0,441,13
0,41482,100.0,63.2,261,100.0,2,634,302,99.7,123,0,0,100.0,70.2,0,Ben Powers,321,332,G,91.4,0,2,0,OKLAHOMA,332,12,634,0,0,511
0,46229,99.7,62.2,136,99.7,10,633,316,97.0,0,4,2,99.8,63.6,5,Cameron Clark,296,318,T,72.8,2,16,7,CHARLOTTE,317,12,634,0,624,0
0,47004,100.0,71.4,305,100.0,13,632,316,97.7,0,1,0,100.0,77.2,1,Lucas Niang,301,316,T,78.5,1,14,631,TCU,316,12,632,0,0,0
0,26634,100.0,75.0,182,100.0,8,630,278,97.9,0,4,1,100.0,76.9,4,Josh Jones,333,352,T,77.9,0,13,16,HOUSTON,352,9,630,0,614,0
0,46815,100.0,72.1,103,100.0,3,620,326,98.2,0,3,2,100.0,73.9,1,Ross Pierschbacher,282,294,G,70.6,0,8,0,ALABAMA,294,11,620,0,0,620
0,40470,100.0,57.9,319,100.0,12,594,353,96.2,0,1,2,100.0,62.3,3,Tyler Johnson,225,241,T,66.6,0,15,28,TULANE,241,11,594,0,566,0
0,46232,100.0,78.2,326,100.0,2,541,273,98.5,0,0,3,100.0,76.9,11,Chuma Edoga,259,268,T,83.8,0,5,540,USC,268,10,541,0,1,0
0,46333,100.0,71.7,227,100.0,13,539,305,95.5,0,3,2,100.0,70.5,4,Martinas Rankin,221,234,T,62.0,0,18,0,MISS STATE,234,9,539,0,539,0
0,41471,100.0,67.9,173,100.0,5,512,331,96.3,511,4,2,100.0,65.2,4,Solomon Kindley,174,181,G,61.0,0,11,0,GEORGIA,181,11,512,0,0,0
0,46614,100.0,68.6,202,100.0,7,500,271,98.1,67,1,0,100.0,73.4,0,George Asafo-Adjei,216,229,T,76.4,0,8,421,KENTUCKY,229,12,500,0,12,0
