fumble_recovery_touchdowns,player_id,snap_counts_dl,snap_counts_coverage,snap_counts_offball,yards_per_reception,fumble_recoveries,snap_counts_dl_b_gap,hits,grades_run_defense,grades_defense_penalty,forced_fumbles,missed_tackles,franchise_id,assists,grades_pass_rush_defense,safeties,stops,yards,batted_passes,snap_counts_fs,hurries,snap_counts_dl_a_gap,snap_counts_box,snap_counts_run_defense,snap_counts_slot,tackles_for_loss,targets,snap_counts_dl_outside_t,missed_tackle_rate,penalties,player,pass_break_ups,interceptions,yards_after_catch,grades_defense,grades_tackle,touchdowns,total_pressures,position,grades_coverage_defense,qb_rating_against,sacks,snap_counts_dl_over_t,receptions,team_name,snap_counts_pass_rush,player_game_count,catch_rate,longest,tackles,declined_penalties,interception_touchdowns,snap_counts_corner,snap_counts_defense
0,12955,0,145,277,14.4,0,0,0,72.4,6.5,0,0,226,6,60.0,0,0,173,0,17,0,0,13,131,3,0,16,0,0.0,1,Ken Webster,2,0,28,71.6,89.7,1,0,CB,71.8,130.5,0,0,12,OLE MISS,1,12,75.0,33.0,16,0,0,244,277
0,14730,0,63,94,9.7,0,0,0,65.0,79.1,0,1,224,1,58.2,0,2,29,0,27,1,0,14,19,28,0,5,0,14.3,0,John Kelly,0,0,8,68.6,64.9,0,1,CB,69.1,76.3,0,0,3,MIDDLE TN,12,10,60.0,17.0,5,0,0,25,94
0,18759,0,6,7,,0,0,0,60.0,70.1,0,0,251,0,,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,Brandon Allen,0,0,0,63.4,,0,0,CB,63.0,0.0,0,0,0,N TEXAS,0,1,,,0,0,0,6,7
0,22485,0,75,159,11.7,0,0,0,69.0,0.0,1,2,117,0,,0,1,82,0,0,0,0,26,84,1,0,14,0,18.2,1,David Moore,0,0,14,53.6,58.1,0,0,CB,51.8,68.2,0,0,7,BALL ST,0,8,50.0,23.0,9,0,0,132,159
0,28495,0,275,585,14.7,0,0,0,61.9,85.6,2,11,180,7,69.8,0,13,560,0,3,0,0,35,307,16,1,65,0,21.2,3,Nick Nelson,3,0,248,67.4,45.9,4,0,CB,67.1,107.2,0,0,38,HAWAII,3,9,58.5,81.0,34,1,0,531,585
0,44771,0,6,11,,0,0,0,60.0,71.4,0,0,211,1,,0,0,0,0,0,0,0,0,5,0,0,1,0,0.0,0,Russell Gage,0,0,0,65.3,73.5,0,0,CB,64.7,39.6,0,0,0,LSU,0,2,0.0,,0,0,0,11,11
0,49339,0,15,23,10.0,0,0,0,69.6,74.0,0,0,238,0,,0,1,20,0,0,0,0,0,8,0,0,2,0,0.0,0,Chris Jones,0,0,3,58.8,76.2,1,0,CB,55.2,147.9,0,0,2,NEBRASKA,0,2,100.0,11.0,2,0,0,23,23
0,49355,0,35,40,8.5,0,0,0,60.0,76.2,0,2,121,0,,0,1,34,0,0,0,0,7,5,12,0,5,0,50.0,0,Isaac Yiadom,0,0,3,58.9,29.4,0,0,CB,58.6,95.0,0,0,4,BOSTON COL,0,6,80.0,13.0,2,0,0,21,40
0,49397,0,92,212,17.7,0,0,0,70.8,81.6,0,4,245,1,,0,3,283,0,0,0,0,37,120,1,0,23,0,21.1,0,M.J. Stewart,3,2,140,65.2,53.7,3,0,CB,62.8,114.7,0,0,16,N CAROLINA,0,11,69.6,56.0,14,0,0,174,212
0,49443,0,180,310,17.1,0,0,0,82.5,82.8,0,1,261,1,55.4,0,3,342,0,9,0,0,11,129,0,0,33,0,3.8,0,Jordan Thomas,2,0,98,62.9,83.5,3,0,CB,59.2,126.1,0,0,20,OKLAHOMA,1,8,60.6,47.0,24,0,0,290,310
0,49512,0,188,293,15.6,1,0,0,71.4,82.9,0,5,335,1,,0,3,406,0,2,0,0,10,105,3,1,39,0,20.8,2,Tim Harris,3,1,147,63.1,56.9,0,0,CB,61.3,90.3,0,0,26,VIRGINIA,0,7,66.7,56.0,18,0,0,278,293
0,50351,0,216,440,10.8,1,0,0,68.4,84.4,0,5,296,4,,0,9,227,0,0,0,0,25,224,8,4,34,0,13.5,2,Cornell Armstrong,3,0,53,60.3,66.5,2,0,CB,58.0,101.0,0,0,21,SO MISS,0,12,61.8,29.0,28,0,0,407,440
0,50460,0,85,106,17.3,0,0,0,47.5,79.8,0,1,121,0,,0,2,156,0,4,0,0,6,21,19,0,16,0,10.0,0,Kamrin Moore,3,0,55,62.6,68.7,0,0,CB,64.2,89.6,0,0,9,BOSTON COL,0,9,56.3,46.0,9,0,0,77,106
0,50511,0,443,819,10.5,1,0,0,85.1,55.2,0,8,319,4,,0,18,399,0,3,0,0,32,376,17,3,70,0,13.1,2,Parry Nickerson,7,6,139,82.7,57.8,3,0,CB,80.4,49.6,0,0,38,TULANE,0,12,54.3,45.0,49,0,0,767,819
0,50543,0,239,401,17.0,0,0,0,66.4,83.8,0,4,268,2,,0,7,306,0,2,0,0,13,162,3,0,37,0,15.4,2,Avonte Maddox,2,0,103,61.0,60.9,2,0,CB,59.6,95.1,0,0,18,PITTSBURGH,0,10,48.6,62.0,20,2,0,383,401
0,51241,0,4,11,,0,0,0,61.1,73.6,0,1,307,0,,0,0,0,0,0,0,0,0,7,11,0,1,0,100.0,0,Rashaan Gaulden,0,0,0,52.5,,0,0,CB,51.7,39.6,0,0,0,TENNESSEE,0,2,0.0,,0,0,0,0,11
1,10639,12,418,786,8.9,1,0,2,90.2,2.7,0,4,167,6,61.1,0,24,303,2,3,3,0,124,347,11,1,61,12,7.7,3,Jalen Ramsey,4,0,108,82.1,86.3,1,6,CB,81.5,74.7,1,0,34,FLORIDA ST,33,12,55.7,58.0,42,0,0,648,798
0,10644,8,435,809,14.5,1,0,1,75.2,54.0,0,7,260,6,68.5,0,11,318,0,1,0,0,84,379,10,3,52,8,19.4,5,Eli Apple,5,1,116,77.8,51.2,2,1,CB,77.9,67.6,0,0,22,OHIO STATE,3,12,42.3,56.0,23,1,0,714,817
0,10645,7,306,577,12.0,0,0,0,71.6,85.7,1,5,163,2,,0,4,228,0,3,0,0,38,278,7,0,41,7,20.0,0,Vernon Hargreaves III,2,4,72,78.2,52.8,0,0,CB,78.5,24.3,0,0,19,FLORIDA,0,11,46.3,52.0,18,0,0,529,584
