zone_attempts,player_id,elusive_rating,gap_attempts,grades_run,fumbles,elu_yco,grades_run_block,franchise_id,grades_offense_penalty,scramble_yards,total_touches,rec_yards,yards,yco_attempt,breakaway_percent,targets,grades_offense,explosive,routes,penalties,player,yprr,elu_rush_mtf,run_plays,touchdowns,ypa,position,breakaway_attempts,breakaway_yards,grades_pass_route,scrambles,attempts,drops,avoided_tackles,grades_pass_block,receptions,team_name,designed_yards,player_game_count,longest,declined_penalties,elu_recv_mtf,first_downs,grades_hands_fumble,grades_pass,yards_after_contact
38,6214,25.7,6,61.9,1,92.0,60.0,17,85.0,0,57,121,168,2.09,8.9,18,66.3,5,120,0,Daniel Thomas,1.01,5,51,2,3.8,HB,1,15,66.5,0,44,0,5,87.8,13,MIA,168,12,15,0,2,9,47.8,,92.0
0,8438,17.5,0,61.1,0,14.0,68.1,20,79.2,0,10,15,22,1.75,0.0,2,71.4,0,21,0,Austin Johnson,0.71,1,72,0,2.8,FB,0,0,63.5,0,8,0,1,87.0,2,NO,22,7,8,0,0,5,72.9,,14.0
0,10784,67.2,115,79.3,2,920.0,67.9,321,86.9,0,314,72,1595,3.02,32.8,11,82.2,50,112,0,Jordan Howard,0.64,68,341,13,5.2,HB,21,523,53.7,0,305,1,68,86.5,9,UAB,1595,12,55,0,2,2,84.9,60.4,920.0
0,9582,58.0,167,81.4,5,1079.0,55.7,120,45.4,0,349,535,1620,3.55,39.0,50,78.3,41,302,2,Jay Ajayi,1.77,47,396,24,5.3,HB,24,631,61.2,0,304,3,47,57.9,45,BOISE ST,1620,12,74,0,10,1,67.4,54.8,1079.0
0,9571,63.9,108,80.0,4,923.0,62.7,225,88.6,0,303,129,1544,3.17,31.2,15,79.8,47,124,1,David Cobb,1.04,59,403,13,5.3,HB,19,481,52.4,0,291,2,59,48.6,12,MINNESOTA,1544,12,67,1,2,2,70.7,,923.0
0,9607,63.8,110,77.5,2,818.0,69.6,115,86.7,0,288,129,1471,2.96,32.6,15,78.1,41,171,0,Cameron Artis-Payne,0.75,59,389,11,5.3,HB,19,479,55.1,0,276,2,59,71.9,12,AUBURN,1471,12,37,0,3,2,83.2,,818.0
9,11860,92.9,122,90.9,3,822.0,77.9,268,89.8,0,280,70,1675,2.99,33.1,7,92.8,49,68,0,James Conner,1.03,84,334,24,6.1,HB,21,554,66.3,0,275,0,84,22.6,5,PITTSBURGH,1675,12,74,0,3,4,85.2,,822.0
0,9506,73.6,68,78.6,5,1086.0,55.6,190,86.4,0,295,141,2027,4.02,57.0,31,80.1,46,161,1,Tevin Coleman,0.88,50,310,15,7.5,HB,29,1156,67.0,0,270,2,50,78.8,25,INDIANA,2027,12,90,0,4,3,62.7,,1086.0
0,10770,43.7,45,68.7,6,819.0,56.3,328,61.7,0,304,282,1336,3.09,33.2,42,70.9,32,197,1,Devontae Booker,1.43,38,354,9,5.0,HB,15,444,73.4,0,265,0,38,81.4,39,UTAH,1336,12,76,0,5,0,58.6,,819.0
0,11887,60.0,114,73.6,3,756.0,56.8,284,0.0,0,273,118,1747,2.98,46.2,28,73.5,47,128,3,Donnel Pumphrey,0.92,49,299,19,6.9,HB,26,807,60.6,0,254,3,49,76.8,19,S DIEGO ST,1747,12,93,0,6,1,74.9,58.4,756.0
0,9558,42.3,122,78.2,2,650.0,59.4,326,59.0,0,290,447,1329,2.61,35.1,50,77.6,40,249,3,Javorius Allen,1.8,41,278,9,5.3,HB,18,466,71.2,0,249,5,41,53.7,41,USC,1329,12,53,2,6,2,82.0,,650.0
0,9539,38.3,157,72.8,2,698.0,45.1,223,88.9,0,257,56,1361,2.81,38.1,18,71.0,34,143,0,Jeremy Langford,0.39,33,298,19,5.5,HB,21,518,54.1,0,248,1,33,59.6,9,MICH STATE,1361,12,38,0,2,1,80.6,,698.0
0,29539,78.7,113,85.7,0,768.0,61.8,256,86.4,0,267,201,1186,3.13,22.1,25,84.0,37,193,0,Justin Jackson,1.04,64,273,10,4.8,HB,9,262,58.6,0,245,1,64,62.1,22,NWESTERN,1186,12,68,0,3,3,91.7,,768.0
0,11869,93.5,58,76.8,1,850.0,84.0,261,89.0,0,251,86,1575,3.56,47.3,12,79.3,41,139,0,Samaje Perine,0.62,64,294,21,6.6,HB,26,745,61.1,0,239,0,64,68.5,12,OKLAHOMA,1575,12,66,0,2,0,87.8,,850.0
0,9487,77.5,38,87.0,2,762.0,67.1,238,88.5,0,253,208,1519,3.22,47.5,24,87.6,43,194,0,Ameer Abdullah,1.07,53,331,18,6.4,HB,24,721,73.5,0,237,0,53,50.4,16,NEBRASKA,1519,12,57,0,8,4,80.1,,762.0
0,10783,46.7,69,77.0,2,682.0,51.5,324,87.7,0,255,201,1375,2.98,37.0,32,72.3,42,262,0,Paul Perkins,0.77,30,292,7,6.0,HB,18,509,51.6,0,229,2,30,48.2,26,UCLA,1375,12,92,0,10,1,79.5,,682.0
0,10768,102.7,71,69.0,5,741.0,71.6,208,59.1,0,246,306,1074,3.37,43.3,35,71.4,27,206,2,Kenneth Dixon,1.49,63,266,19,4.9,HB,16,465,71.1,0,220,0,63,73.9,26,LA TECH,1074,12,99,1,12,1,55.9,,741.0
0,11937,71.2,110,70.9,3,789.0,61.6,330,86.6,0,245,284,1238,3.64,41.3,35,70.4,32,134,1,Aaron Jones,2.12,43,286,11,5.7,HB,18,511,58.5,0,217,4,43,58.2,28,UTEP,1238,11,73,0,5,1,71.1,,789.0
0,10871,53.2,81,80.8,3,596.0,70.0,130,61.6,0,243,339,1121,2.81,25.6,39,78.7,31,301,1,Daniel Lasco,1.13,37,273,12,5.3,HB,12,287,60.7,0,212,5,37,85.2,31,CAL,1121,12,50,0,9,2,71.1,,596.0
0,45747,52.5,56,78.9,1,554.0,59.8,264,86.3,0,222,125,1185,2.65,32.8,15,79.1,36,173,0,Royce Freeman,0.72,42,267,16,5.7,HB,16,389,59.0,0,209,1,42,75.7,13,OREGON,1185,12,38,0,2,0,86.2,72.6,554.0
0,11898,40.4,77,64.0,5,621.0,67.2,327,53.5,0,222,160,1049,3.09,44.1,30,63.6,21,156,4,Marlon Mack,1.03,25,248,9,5.2,HB,13,463,52.9,0,201,5,25,72.2,21,USF,1049,12,75,1,4,4,60.9,,621.0
0,10638,48.9,69,88.6,0,657.0,82.2,260,32.0,0,223,195,1194,3.3,34.8,26,86.7,34,185,2,Ezekiel Elliott,1.05,27,323,10,6.0,HB,17,415,62.9,0,199,1,27,47.2,24,OHIO STATE,1194,12,65,0,6,0,91.0,,657.0
0,10790,115.7,75,81.6,4,687.0,69.1,111,88.9,0,199,68,1089,3.65,34.0,16,82.1,34,97,1,Jonathan Williams,0.7,63,209,11,5.8,HB,14,370,52.6,0,188,1,63,71.4,11,ARKANSAS,1089,12,90,0,0,1,47.9,54.8,687.0
0,10777,107.3,30,83.6,1,660.0,72.4,315,31.1,0,217,327,1095,3.53,32.1,45,77.8,34,293,2,DeAndre Washington,1.12,54,249,2,5.9,HB,14,351,50.8,0,187,7,54,77.2,30,TEXAS TECH,1095,12,72,0,12,1,90.9,,660.0
0,10805,63.8,90,74.1,5,641.0,57.6,111,87.9,0,189,9,1031,3.45,40.8,5,76.3,26,52,0,Alex Collins,0.17,34,202,12,5.5,HB,15,421,55.4,0,186,0,34,77.8,3,ARKANSAS,1031,12,84,0,1,3,64.9,,641.0
0,45783,112.5,75,79.4,4,700.0,58.8,173,86.8,0,204,213,1283,3.76,49.0,20,82.4,35,124,0,Nick Chubb,1.72,55,201,12,6.9,HB,18,629,83.4,0,186,0,55,59.0,18,GEORGIA,1283,12,83,0,6,0,69.0,,700.0
1,9559,39.2,47,72.9,3,477.0,56.4,289,85.5,0,216,349,922,2.56,33.3,37,71.4,23,194,0,Mike Davis,1.8,28,214,9,5.0,HB,14,307,55.2,0,186,4,28,84.5,30,S CAROLINA,922,12,40,0,5,2,67.3,,477.0
0,11759,39.0,39,72.2,2,395.0,57.4,211,87.3,0,183,94,924,2.23,34.8,8,74.3,21,42,0,Leonard Fournette,2.24,30,227,8,5.2,HB,13,322,65.4,0,177,1,30,79.0,6,LSU,924,12,46,0,2,2,82.8,,395.0
0,9638,97.9,23,78.1,2,623.0,61.7,227,58.4,0,205,370,1140,3.52,44.3,36,75.2,35,237,1,Josh Robinson,1.56,47,316,11,6.4,HB,18,505,62.7,0,177,3,47,62.3,28,MISS STATE,1140,12,73,1,10,0,74.5,,623.0
0,45752,64.5,44,71.5,1,484.0,57.6,307,86.6,0,207,217,778,2.78,20.4,38,72.3,22,217,0,Jalen Hurd,1.0,36,234,3,4.5,HB,7,159,69.8,0,174,4,36,79.4,33,TENNESSEE,778,12,43,0,12,1,83.0,,484.0
0,11841,128.2,85,88.7,0,836.0,49.5,316,40.9,0,181,39,1357,4.83,47.7,11,87.1,41,126,2,Kareem Hunt,0.31,48,203,11,7.8,HB,21,647,55.7,0,173,0,48,80.5,8,TOLEDO,1357,9,91,0,0,1,90.6,,836.0
0,9469,82.1,33,79.9,3,461.0,54.4,103,87.8,0,185,180,885,2.71,27.5,22,77.9,26,166,0,T.J. Yeldon,1.08,48,199,8,5.2,HB,12,243,56.4,0,170,4,48,71.8,15,ALABAMA,885,11,31,0,8,1,63.5,,461.0
0,9528,44.8,53,69.1,3,454.0,71.0,163,84.7,0,177,65,817,2.73,34.1,19,68.4,22,108,1,Matt Jones,0.6,29,225,6,4.9,HB,12,279,50.6,0,166,0,29,55.3,11,FLORIDA,817,11,44,0,0,1,62.2,,454.0
0,9663,39.7,38,67.7,1,383.0,65.2,229,49.8,0,183,185,747,2.42,26.2,37,66.8,23,170,1,Marcus Murphy,1.09,25,199,4,4.7,HB,11,196,59.1,0,158,3,25,73.2,25,MISSOURI,747,12,29,0,5,0,81.4,58.1,383.0
0,10753,63.3,11,75.9,0,478.0,61.8,285,53.2,0,184,304,880,3.06,43.6,40,74.9,21,236,1,Tyler Ervin,1.29,29,210,4,5.6,HB,11,384,69.9,0,156,1,29,67.8,28,S JOSE ST,880,12,89,0,9,0,90.3,,478.0
0,11943,135.4,40,78.2,0,647.0,73.2,207,87.6,0,193,429,1149,4.28,51.6,50,84.3,26,151,0,Elijah McGuire,2.84,45,205,14,7.6,HB,16,593,90.9,0,151,2,45,31.5,42,LA LAFAYET,1149,12,75,0,16,0,90.2,92.5,647.0
0,9664,34.6,67,60.8,2,344.0,63.3,180,87.4,5,160,73,601,2.3,22.5,12,65.3,12,68,1,Joey Iosefa,1.07,22,173,8,4.0,HB,5,135,70.0,1,150,0,22,82.7,11,HAWAII,596,6,45,0,2,0,70.6,71.2,345.0
0,11911,35.9,116,65.7,2,364.0,57.6,351,8.6,0,156,205,794,2.55,50.9,16,63.8,18,86,3,Brian Hill,2.38,19,162,7,5.6,HB,11,404,59.5,0,143,1,19,53.8,13,WYOMING,794,12,89,1,3,2,69.2,59.4,364.0
0,11895,53.4,57,74.9,0,370.0,42.5,140,85.0,0,166,108,714,2.61,38.0,28,71.8,18,144,0,Wayne Gallman,0.75,29,188,4,5.0,HB,12,271,61.1,0,142,2,29,58.7,24,CLEMSON,714,12,34,0,5,1,90.0,,370.0
0,10787,36.7,21,60.2,4,336.0,78.9,343,56.2,0,170,321,641,2.4,18.3,40,63.5,18,238,1,Wendell Smallwood,1.35,17,218,2,4.6,HB,6,117,64.1,0,140,1,17,84.2,30,W VIRGINIA,641,12,25,0,9,0,59.0,,336.0
0,10679,74.4,21,78.4,1,445.0,48.9,103,84.9,0,142,79,754,3.2,27.2,6,79.0,21,68,1,Derrick Henry,1.16,30,146,8,5.4,HB,8,205,64.3,0,139,0,30,52.1,3,ALABAMA,754,12,49,1,3,1,78.8,,445.0
0,9588,39.6,39,71.2,2,369.0,73.6,167,15.4,0,162,206,605,2.67,21.8,27,72.1,21,192,4,Karlos Williams,1.07,21,167,11,4.4,HB,6,132,74.6,0,138,0,21,61.3,24,FLORIDA ST,605,11,28,1,3,1,79.3,,369.0
0,45932,59.5,44,74.3,3,353.0,55.7,296,85.0,0,144,71,535,2.6,38.7,13,70.0,14,103,0,Ito Smith,0.69,30,153,2,3.9,HB,9,207,41.9,0,136,2,30,51.3,8,SO MISS,535,11,38,0,3,1,56.5,,353.0
0,11796,98.0,31,79.6,3,466.0,66.7,167,85.3,0,138,126,726,3.76,56.5,17,81.6,23,109,0,Dalvin Cook,1.16,32,138,7,5.9,HB,17,410,78.9,0,124,1,32,71.3,14,FLORIDA ST,726,11,44,0,4,1,55.1,,466.0
0,10870,34.9,37,61.0,3,253.0,56.3,340,84.0,0,129,74,654,2.14,43.0,18,57.2,10,118,0,Dwayne Washington,0.63,21,141,9,5.5,HB,6,281,34.7,0,118,3,21,76.7,11,WASHINGTON,654,11,68,0,0,0,51.8,,253.0
0,10845,27.3,48,75.5,0,218.0,61.2,163,82.6,0,114,-8,565,1.95,35.4,5,73.2,14,76,0,Kelvin Taylor,-0.11,15,146,6,5.0,HB,6,200,44.3,0,112,1,15,59.7,2,FLORIDA,565,11,65,0,1,2,88.2,,218.0
0,11889,25.3,34,68.9,0,274.0,62.0,128,84.3,0,118,47,515,2.49,22.3,10,70.0,14,82,0,Jamaal Williams,0.57,12,145,4,4.7,HB,6,115,67.8,0,110,0,12,64.8,8,BYU,515,7,31,0,0,0,88.2,,274.0
0,11935,25.1,35,76.8,0,223.0,63.0,245,84.9,0,127,132,476,2.12,10.1,23,75.1,10,175,0,T.J. Logan,0.75,8,179,3,4.5,HB,1,48,72.9,0,105,0,8,51.7,22,N CAROLINA,476,12,48,0,7,0,87.8,,223.0
0,10799,51.0,9,78.9,0,272.0,57.4,262,85.3,0,132,266,537,2.69,33.1,36,81.5,19,135,0,Tyreek Hill,1.97,21,162,1,5.3,HB,8,178,81.1,0,101,1,21,46.9,31,OKLA STATE,537,12,44,0,4,0,87.5,60.0,272.0
0,9668,41.7,11,72.3,1,220.0,58.5,211,83.4,0,91,35,429,2.53,28.4,4,74.8,8,31,0,Kenny Hilliard,1.13,14,103,6,4.9,HB,6,122,72.5,0,87,0,14,66.4,4,LSU,429,10,28,0,1,1,70.7,,220.0
0,10726,13.4,24,55.6,0,137.0,46.2,312,23.2,0,95,65,374,1.59,20.1,11,56.7,6,100,1,Brandon Williams,0.65,5,94,3,4.3,HB,3,75,66.5,0,86,0,5,62.9,9,TEXAS A&M,374,12,27,0,3,0,86.1,,137.0
0,10850,18.1,30,67.2,1,143.0,51.7,160,86.7,0,79,144,296,2.38,32.4,28,63.4,5,139,0,Darius Jackson,1.04,3,189,1,4.9,HB,3,96,61.4,0,60,3,3,45.5,19,E MICHIGAN,296,12,47,0,3,0,65.4,,143.0
0,11997,39.6,19,57.3,1,121.0,52.0,245,81.3,0,59,-2,202,2.12,18.3,4,55.2,4,71,1,Elijah Hood,-0.03,11,82,4,3.5,HB,2,37,42.9,0,57,1,11,77.0,2,N CAROLINA,202,7,19,0,0,0,61.7,,121.0
0,27589,69.0,26,73.8,1,127.0,59.4,173,81.0,0,59,74,376,2.4,35.4,7,79.5,10,29,0,Sony Michel,2.55,13,61,4,7.1,HB,4,133,86.5,0,53,0,13,80.0,6,GEORGIA,376,7,75,0,4,0,61.4,,127.0
0,11795,100.8,13,75.0,1,171.0,93.5,260,81.7,0,62,87,357,3.29,40.3,10,79.9,14,49,0,Curtis Samuel,1.78,14,80,4,6.9,HB,7,144,73.9,0,52,0,14,54.9,10,OHIO STATE,357,11,34,0,5,0,61.7,,171.0
0,26618,109.7,21,70.8,0,172.0,66.2,226,81.6,0,49,6,357,3.58,57.4,2,66.3,6,48,0,Jordan Wilkins,0.13,15,90,1,7.4,HB,5,205,51.4,0,48,1,15,37.2,1,OLE MISS,357,12,73,0,0,0,82.0,41.1,172.0
0,11996,23.4,20,70.4,0,137.0,61.4,130,81.2,0,52,63,212,3.04,34.4,12,69.0,4,76,0,Khalfani Muhammad,0.83,4,60,4,4.7,HB,2,73,62.9,0,45,1,4,57.8,7,CAL,212,11,50,0,0,0,81.7,,137.0
0,45732,53.3,8,62.5,1,156.0,58.6,289,79.7,0,52,99,256,3.47,35.5,9,65.4,9,40,0,David Williams,2.48,5,55,2,5.7,HB,4,91,75.7,0,45,0,5,67.5,7,S CAROLINA,256,9,37,0,3,1,65.1,,156.0
0,45741,26.5,14,63.3,0,80.0,68.1,110,81.0,0,42,64,112,2.22,0.0,7,65.8,3,44,0,Kalen Ballage,1.45,4,57,3,3.1,HB,0,0,65.2,0,36,0,4,82.7,6,ARIZONA ST,112,11,12,0,1,1,80.2,,80.0
0,11763,39.8,22,66.7,0,71.0,56.0,300,80.0,0,51,251,243,2.03,54.3,17,81.5,9,38,0,Christian McCaffrey,6.61,3,48,0,6.9,HB,5,132,94.0,0,35,0,3,76.0,16,STANFORD,243,12,37,0,7,0,80.0,,71.0
0,11961,38.9,4,73.9,0,69.0,60.2,337,58.8,0,46,211,126,2.56,13.5,26,64.2,3,213,3,Sam Rogers,0.99,6,189,0,4.7,FB,1,17,60.9,0,27,3,6,53.8,19,VA TECH,126,12,17,0,1,0,78.8,60.0,69.0
0,10707,48.3,4,62.0,1,50.0,59.4,103,79.4,0,27,145,126,2.17,23.0,4,74.8,5,24,0,Kenyan Drake,6.04,6,26,4,5.5,HB,1,29,93.8,0,23,0,6,54.0,4,ALABAMA,126,5,29,0,0,1,39.6,,50.0
0,17291,35.3,1,66.9,0,36.0,63.9,323,82.9,0,18,8,36,2.12,0.0,1,68.5,0,19,0,Cedric Thompson,0.42,2,78,1,2.1,HB,0,0,56.9,0,17,0,2,79.8,1,UCF,36,9,8,0,1,0,75.8,,36.0
0,11844,80.9,2,52.1,1,44.0,60.0,311,76.2,0,17,7,74,2.75,67.6,1,51.9,2,5,0,D'Onta Foreman,1.4,5,19,0,4.6,HB,2,50,63.1,0,16,0,5,74.7,1,TEXAS,74,5,34,0,0,0,28.8,,44.0
0,11917,12.3,10,81.5,0,50.0,75.1,120,0.0,0,27,102,155,3.33,46.5,15,85.6,6,39,1,Jeremy McNichols,2.62,1,25,1,10.3,HB,3,72,81.1,0,15,0,1,75.9,12,BOISE ST,155,7,28,0,0,1,75.6,,50.0
0,10876,7.1,3,55.3,0,11.0,,173,75.6,0,13,-5,24,0.92,0.0,3,48.2,0,18,0,Keith Marshall,-0.28,1,12,0,2.0,HB,0,0,28.9,0,12,2,1,76.0,1,GEORGIA,24,3,5,0,0,0,74.0,,11.0
0,31994,18.2,1,73.8,0,22.0,60.0,218,72.5,0,11,0,89,2.0,43.8,0,77.8,2,0,0,Robert Davis,,1,15,1,8.1,HB,1,39,,0,11,0,1,,0,MEMPHIS,89,3,39,0,0,0,73.5,,22.0
0,9541,47.4,0,60.7,1,33.0,69.1,103,58.0,0,19,102,66,3.0,30.3,15,62.5,2,126,2,Jalston Fowler,0.81,1,223,0,6.0,FB,1,20,52.8,0,11,0,1,83.0,8,ALABAMA,66,12,20,0,2,0,29.3,,33.0
0,9639,23.1,0,66.4,0,9.0,85.3,261,0.0,0,13,38,13,1.5,0.0,7,81.5,0,52,3,Aaron Ripkowski,0.73,2,334,3,2.2,FB,0,0,73.6,0,6,0,2,69.0,7,OKLAHOMA,13,12,5,0,0,0,71.6,,9.0
0,39462,0.0,0,62.9,0,4.0,,208,63.8,0,1,0,3,4.0,0.0,0,64.8,0,0,0,Boston Scott,,0,1,0,3.0,HB,0,0,,0,1,0,0,,0,LA TECH,3,1,3,0,0,0,62.5,,4.0
0,25138,0.0,0,58.5,0,0.0,60.0,314,66.4,0,1,0,-2,0.0,0.0,0,57.1,0,0,0,Matt Jones,,0,2,0,-2.0,HB,0,0,,0,1,0,0,,0,TEXAS ST,-2,1,-2,0,0,0,62.5,,0.0
146,29539,24.9,127,71.9,3,687.0,65.1,256,57.7,0,316,147,1343,2.31,28.8,24,72.1,27,163,1,Justin Jackson,0.9,29,358,4,4.5,HB,14,387,56.7,0,297,2,29,78.6,19,NWESTERN,1343,12,62,0,5,54,80.1,,687.0
163,10679,86.0,114,83.8,2,1063.0,74.6,103,89.1,0,305,99,1801,3.59,40.3,11,83.6,50,185,0,Derrick Henry,0.54,63,322,22,6.1,HB,25,725,49.5,0,296,2,63,58.8,9,ALABAMA,1801,12,74,0,10,102,84.6,,1063.0
59,11763,54.4,223,82.7,2,733.0,65.6,300,89.7,0,324,437,1635,2.55,28.4,45,89.6,45,174,0,Christian McCaffrey,2.51,59,342,7,5.7,HB,16,464,92.0,0,287,2,59,53.4,37,STANFORD,1635,12,70,0,10,75,86.8,47.0,733.0
19,11911,55.1,249,70.0,3,897.0,72.1,351,89.3,0,301,152,1641,3.19,45.3,27,71.8,49,115,1,Brian Hill,1.32,46,335,5,5.8,HB,30,744,62.8,0,281,2,46,62.4,20,WYOMING,1641,12,72,0,6,81,77.0,,897.0
166,11759,111.8,91,90.7,3,988.0,55.5,211,89.0,48,288,208,1752,3.66,41.0,29,91.1,53,139,0,Leonard Fournette,1.5,78,319,18,6.5,HB,23,719,61.9,1,271,4,78,76.0,18,LSU,1704,11,87,0,10,88,76.1,,992.0
52,11887,72.7,181,74.7,2,723.0,54.4,284,89.1,0,293,333,1484,2.7,46.3,43,78.4,37,157,0,Donnel Pumphrey,2.12,73,314,16,5.5,HB,23,687,73.6,0,268,3,73,72.2,25,S DIEGO ST,1484,12,72,0,6,68,83.0,,723.0
149,10770,71.7,102,85.8,3,820.0,59.7,328,88.8,0,304,317,1257,3.07,24.6,47,85.2,34,213,0,Devontae Booker,1.49,57,353,11,4.7,HB,12,309,66.7,0,267,3,57,69.0,37,UTAH,1257,10,62,0,14,73,76.0,,820.0
107,10638,64.4,130,83.0,1,964.0,87.8,260,63.7,0,289,165,1680,3.65,40.8,26,88.7,43,195,1,Ezekiel Elliott,0.85,49,419,19,6.4,HB,22,686,74.8,0,264,1,49,88.2,25,OHIO STATE,1680,12,80,0,2,91,89.5,,964.0
138,10753,42.5,105,69.8,2,749.0,53.1,285,63.4,0,308,335,1476,2.85,42.9,50,72.3,34,279,1,Tyler Ervin,1.2,38,323,13,5.6,HB,21,633,83.2,0,263,0,38,55.2,45,S JOSE ST,1476,12,71,0,8,75,82.9,56.9,749.0
151,45747,112.5,88,87.7,2,1003.0,61.2,264,59.1,0,281,317,1714,3.9,48.7,28,88.4,57,226,1,Royce Freeman,1.4,73,317,14,6.7,HB,35,835,75.9,0,257,1,73,67.5,24,OREGON,1714,12,64,0,8,89,81.8,,1003.0
108,45752,65.1,121,75.6,4,708.0,54.2,307,57.9,0,273,193,1156,2.82,30.6,26,77.2,40,158,1,Jalen Hurd,1.22,58,333,11,4.6,HB,15,354,76.3,0,251,1,58,76.7,22,TENNESSEE,1156,12,48,0,5,59,66.5,,708.0
62,10805,59.8,146,74.9,5,744.0,81.0,111,90.3,0,261,64,1395,3.0,38.4,13,76.2,34,128,0,Alex Collins,0.5,50,279,17,5.6,HB,18,536,54.2,0,248,0,50,70.9,13,ARKANSAS,1395,12,80,0,2,75,59.0,56.9,744.0
153,10845,56.4,85,81.8,0,613.0,57.6,163,12.6,0,258,157,968,2.55,32.0,23,79.0,21,214,2,Kelvin Taylor,0.73,46,261,13,4.0,HB,13,310,59.4,0,240,1,46,52.8,18,FLORIDA,968,12,53,0,11,63,91.6,,613.0
141,10787,48.0,69,80.8,1,621.0,56.9,343,30.8,0,247,148,1443,2.76,31.6,28,76.8,56,206,2,Wendell Smallwood,0.72,40,314,9,6.4,HB,21,456,51.7,0,225,2,40,82.5,22,W VIRGINIA,1443,12,52,0,3,76,87.1,,621.0
117,10783,118.1,97,87.9,0,800.0,50.1,324,87.1,0,251,239,1265,3.57,39.5,37,85.7,30,241,0,Paul Perkins,0.99,71,249,13,5.6,HB,16,500,65.1,0,224,2,71,69.6,27,UCLA,1265,12,82,0,12,68,91.4,,800.0
147,10777,89.6,42,80.1,3,777.0,78.5,315,65.0,0,255,308,1450,3.52,42.8,46,77.3,48,387,1,DeAndre Washington,0.8,54,321,14,6.6,HB,24,620,57.1,0,221,2,54,77.6,34,TEXAS TECH,1450,12,80,0,11,72,71.9,,777.0
92,11917,74.7,105,78.4,3,803.0,59.9,120,87.7,0,265,366,1253,3.67,54.0,51,80.7,31,254,0,Jeremy McNichols,1.44,47,259,18,5.7,HB,20,676,83.8,0,219,0,47,68.7,46,BOISE ST,1253,11,88,0,7,57,71.7,,803.0
124,11895,77.8,69,78.6,2,719.0,74.1,140,86.3,0,229,96,1132,3.36,29.5,18,78.8,29,153,0,Wayne Gallman,0.63,51,287,9,5.3,HB,12,334,53.5,0,214,1,51,82.6,15,CLEMSON,1132,11,66,0,2,58,85.8,,719.0
108,11796,121.2,92,92.1,2,889.0,76.8,167,88.3,0,233,218,1663,4.21,64.1,26,91.0,53,171,0,Dalvin Cook,1.27,55,257,18,7.9,HB,34,1066,61.7,0,211,4,55,47.3,22,FLORIDA ST,1663,11,94,0,12,72,78.6,,889.0
154,11943,34.0,47,70.3,0,447.0,73.8,207,89.1,0,243,288,1067,2.12,33.3,36,73.6,24,176,0,Elijah McGuire,1.64,33,291,13,5.1,HB,12,355,86.3,0,211,0,33,46.7,32,LA LAFAYET,1067,12,88,0,6,64,91.3,49.5,447.0
87,11869,77.0,102,79.4,2,755.0,69.4,261,87.5,0,223,81,1296,3.58,43.8,16,80.7,41,169,0,Samaje Perine,0.48,45,305,15,6.1,HB,20,567,58.0,0,211,1,45,84.7,12,OKLAHOMA,1296,12,72,0,3,64,77.4,,755.0
113,10850,42.1,84,66.5,2,501.0,69.1,160,60.2,0,229,201,1090,2.41,46.3,30,66.7,34,293,1,Darius Jackson,0.69,28,275,14,5.2,HB,19,505,60.4,0,208,2,28,80.9,21,E MICHIGAN,1090,12,63,0,12,57,77.5,56.9,501.0
44,45934,24.9,152,68.9,2,549.0,54.5,268,88.5,0,216,63,1054,2.69,41.4,19,65.8,24,153,0,Qadree Ollison,0.41,18,247,10,5.2,HB,13,436,42.8,0,204,3,18,52.1,12,PITTSBURGH,1054,12,71,0,2,60,76.7,,549.0
85,45914,95.6,111,90.3,0,726.0,59.5,340,84.9,0,205,15,1119,3.63,45.2,7,90.7,25,121,0,Myles Gaskin,0.12,52,218,10,5.6,HB,17,506,52.2,0,200,0,52,79.8,5,WASHINGTON,1119,12,78,0,2,52,91.1,,726.0
120,27589,87.4,72,78.1,1,660.0,58.4,173,87.5,0,224,259,1074,3.32,45.3,31,80.5,27,150,0,Sony Michel,1.73,44,232,7,5.4,HB,16,487,79.2,0,199,2,44,58.2,25,GEORGIA,1074,12,66,0,15,47,91.1,,660.0
134,10784,67.7,53,85.7,1,723.0,60.1,190,85.8,0,207,106,1213,3.69,37.3,14,88.0,35,101,0,Jordan Howard,1.05,33,219,9,6.2,HB,20,452,63.6,0,196,1,33,85.0,11,INDIANA,1213,9,37,0,5,67,87.4,,723.0
125,11997,93.3,59,82.7,4,770.0,62.5,245,52.7,0,202,64,1284,4.01,45.9,10,83.3,36,159,1,Elijah Hood,0.4,42,286,16,6.7,HB,23,589,64.3,0,192,0,42,91.0,10,N CAROLINA,1284,12,44,0,5,71,57.1,,770.0
80,11898,75.0,93,80.3,3,618.0,63.4,327,84.9,0,207,111,1279,3.24,40.9,18,81.9,38,113,1,Marlon Mack,0.98,45,280,8,6.7,HB,17,523,66.4,0,191,1,45,85.8,16,USF,1279,11,59,0,3,52,75.7,,618.0
72,10768,105.0,78,77.8,4,574.0,60.8,208,26.9,0,205,368,962,3.26,49.7,38,77.6,23,189,2,Kenneth Dixon,1.95,51,225,17,5.5,HB,15,478,67.3,0,176,2,51,79.3,29,LA TECH,962,10,65,1,15,51,56.7,,574.0
