zone_attempts,player_id,elusive_rating,gap_attempts,grades_run,fumbles,elu_yco,grades_run_block,franchise_id,grades_offense_penalty,scramble_yards,total_touches,rec_yards,yards,yco_attempt,breakaway_percent,targets,grades_offense,explosive,routes,penalties,player,yprr,elu_rush_mtf,run_plays,touchdowns,ypa,position,breakaway_attempts,breakaway_yards,grades_pass_route,scrambles,attempts,drops,avoided_tackles,grades_pass_block,receptions,team_name,designed_yards,player_game_count,longest,declined_penalties,elu_recv_mtf,first_downs,grades_hands_fumble,grades_pass,yards_after_contact
150,40555,84.9,49,83.3,5,818.0,51.0,266,59.3,0,228,122,1225,3.95,36.6,29,79.1,36,250,1,Miles Sanders,0.49,47,299,9,5.9,HB,15,448,61.7,0,207,1,47,56.2,21,PENN STATE,1225,12,78,1,2,62,60.1,77.2,818.0
138,57366,42.3,67,78.1,1,565.0,72.8,260,86.9,0,226,198,961,2.73,16.9,23,76.2,21,189,0,J.K. Dobbins,1.05,33,251,8,4.6,HB,7,162,55.6,0,207,2,33,60.3,19,OHIO STATE,961,12,42,0,2,65,85.6,,565.0
91,41193,153.7,102,85.4,2,1148.0,73.0,218,86.9,0,215,286,1699,5.8,69.9,20,88.3,50,160,0,Darrell Henderson,1.79,54,234,19,8.6,HB,38,1187,78.9,0,198,0,54,53.4,17,MEMPHIS,1699,12,78,0,3,73,77.1,60.0,1148.0
119,40341,113.6,60,88.9,3,634.0,65.5,328,55.0,0,187,50,1091,3.54,39.2,10,84.9,27,152,1,Zack Moss,0.33,53,250,11,6.1,HB,15,428,48.3,0,179,2,53,78.2,8,UTAH,1091,9,86,0,7,58,65.0,,634.0
92,45934,70.5,84,84.4,0,682.0,68.9,268,52.0,0,187,66,1134,3.88,51.1,16,82.1,32,122,1,Qadree Ollison,0.54,32,255,10,6.4,HB,18,579,51.6,0,176,2,32,41.4,11,PITTSBURGH,1134,12,97,0,2,53,90.7,60.4,682.0
44,38396,94.1,115,73.3,1,586.0,59.3,300,86.1,0,185,99,734,3.55,41.3,24,74.6,20,124,0,Bryce Love,0.8,43,178,6,4.4,HB,10,303,64.4,0,165,2,43,83.3,20,STANFORD,734,10,59,0,6,29,82.6,,586.0
112,57206,63.7,45,65.0,5,575.0,72.3,167,26.9,0,184,142,707,3.55,45.1,30,64.1,16,211,2,Cam Akers,0.67,27,201,6,4.4,HB,10,319,52.3,0,162,3,27,86.4,22,FLORIDA ST,707,12,85,0,6,31,43.6,60.0,575.0
117,45865,64.2,28,86.2,0,423.0,55.4,262,48.6,0,171,69,929,2.68,43.9,16,81.6,27,169,2,Justice Hill,0.41,34,208,9,5.9,HB,13,408,62.6,0,158,0,34,34.7,13,OKLA STATE,929,10,93,1,7,39,90.3,,423.0
112,45859,86.8,31,69.0,3,649.0,64.1,220,86.6,0,170,172,967,4.21,50.1,21,69.3,24,164,0,Travis Homer,1.05,29,209,4,6.3,HB,13,484,64.6,0,154,1,29,64.8,16,MIAMI FL,967,12,70,0,6,35,60.6,,649.0
141,40692,57.6,6,79.1,0,542.0,55.9,108,42.4,0,160,89,966,3.69,65.0,19,75.3,24,103,1,Darrynton Evans,0.86,24,191,7,6.6,HB,17,628,55.3,0,147,1,24,42.1,13,APP STATE,966,11,79,0,1,37,90.3,,542.0
120,45866,107.1,23,85.3,0,668.0,55.5,333,85.7,0,156,168,1001,4.64,54.4,14,88.0,27,82,0,Ke'Shawn Vaughn,2.05,35,167,10,7.0,HB,16,545,81.3,0,144,0,35,57.2,12,VANDERBILT,1001,11,78,0,1,42,90.1,,668.0
76,45913,51.4,62,79.8,1,514.0,64.9,258,85.3,0,155,104,941,3.62,52.3,17,78.7,26,106,0,Dexter Williams,0.98,19,186,12,6.6,HB,14,492,61.2,0,142,2,19,52.4,13,NOTRE DAME,941,8,97,0,3,43,79.4,,514.0
105,28011,55.9,35,75.5,3,424.0,79.3,260,45.5,0,157,81,807,3.03,36.4,23,69.7,27,164,1,Mike Weber,0.49,28,172,5,5.8,HB,12,294,43.7,0,140,1,28,54.9,17,OHIO STATE,807,11,49,0,1,45,58.2,,424.0
117,57212,95.8,12,82.7,0,576.0,58.8,173,85.0,0,160,204,962,4.14,48.6,26,83.1,29,130,0,D'Andre Swift,1.57,31,154,9,6.9,HB,17,468,75.6,0,139,2,31,57.0,21,GEORGIA,962,12,83,0,6,46,90.0,,576.0
83,57279,76.3,53,79.9,0,443.0,56.6,211,85.0,0,144,69,627,3.23,33.2,8,83.6,16,52,0,Clyde Edwards-Helaire,1.33,32,167,7,4.6,HB,10,208,73.9,0,137,0,32,78.2,7,LSU,627,12,47,0,2,41,90.1,73.1,443.0
79,57289,85.0,30,78.4,3,512.0,56.2,215,88.2,0,138,73,1033,3.91,63.1,9,79.2,39,83,0,Anthony McFarland Jr.,0.88,28,252,4,7.9,HB,22,652,63.8,0,131,0,28,79.9,7,MARYLAND,1033,12,81,0,2,40,54.7,,512.0
82,83791,195.2,47,88.2,0,706.0,61.9,329,84.6,0,153,352,951,5.43,53.1,30,85.8,25,179,0,Darwin Thompson,1.97,42,161,14,7.3,HB,13,505,73.4,0,130,2,42,63.5,23,UTAH ST,951,12,68,0,13,46,89.8,,706.0
69,26408,43.8,54,84.0,1,384.0,61.6,163,84.4,0,137,148,748,3.0,33.8,13,83.2,20,115,0,La'Mical Perine,1.29,15,175,6,5.8,HB,10,253,67.7,0,128,0,15,47.6,9,FLORIDA,748,12,74,0,5,41,77.7,,384.0
55,39258,117.1,65,85.0,1,468.0,50.4,163,84.9,0,131,76,712,3.84,36.0,13,77.1,19,131,0,Jordan Scarlett,0.58,38,187,4,5.8,HB,11,256,37.5,0,122,4,38,62.4,9,FLORIDA,712,12,48,0,2,33,76.7,,468.0
69,35134,52.9,47,82.5,0,371.0,68.5,103,84.5,0,133,177,714,3.2,46.1,21,83.0,21,125,0,Damien Harris,1.42,18,140,7,6.2,HB,12,329,76.7,0,116,1,18,63.4,17,ALABAMA,714,12,73,0,4,35,88.7,,371.0
106,45693,55.2,3,75.3,1,268.0,52.1,242,86.1,0,156,517,505,2.46,25.1,71,71.5,16,311,0,Jason Huntley,1.66,26,144,7,4.6,HB,5,127,73.1,0,109,2,26,17.9,47,NEW MEX ST,505,12,40,0,9,30,79.2,,268.0
78,55632,110.7,26,75.9,2,393.0,70.4,220,84.4,0,115,85,608,3.74,54.9,11,74.4,17,91,0,DeeJay Dallas,0.93,30,151,6,5.8,HB,13,334,52.1,0,105,0,30,79.6,10,MIAMI FL,608,12,83,0,4,29,59.7,56.4,393.0
61,45953,107.2,25,79.1,0,328.0,78.2,103,27.0,0,102,171,417,3.77,16.5,17,79.0,18,110,1,Josh Jacobs,1.55,25,115,9,4.8,HB,4,69,68.0,0,87,1,25,68.8,15,ALABAMA,417,12,18,0,4,33,86.5,,328.0
64,45828,83.7,9,79.3,0,396.0,58.0,207,81.8,0,82,72,700,5.28,60.9,7,81.1,19,49,0,Raymond Calais,1.47,10,82,6,9.3,HB,10,426,70.4,0,75,0,10,61.0,7,LA LAFAYET,700,12,92,0,3,24,85.8,,396.0
49,45769,98.7,10,75.9,0,335.0,55.3,215,85.3,0,72,22,505,5.08,53.5,11,70.6,10,75,0,Ty Johnson,0.29,14,157,3,7.7,HB,7,270,47.4,0,66,2,14,63.2,6,MARYLAND,505,9,81,0,0,15,84.7,,335.0
37,29207,42.5,21,62.1,1,184.0,57.0,221,84.3,0,101,390,360,3.07,50.3,48,73.1,10,152,0,Kenny Young,2.57,9,104,4,6.0,HB,6,181,84.3,0,60,2,9,49.9,41,MIAMI OH,360,10,74,0,5,15,71.2,,184.0
29,27126,112.0,19,82.0,0,216.0,58.7,218,87.4,0,93,452,405,3.86,46.9,57,79.8,12,218,0,Tony Pollard,2.07,17,255,5,7.2,HB,9,190,74.4,0,56,5,17,46.4,37,MEMPHIS,405,12,41,0,10,21,83.7,,216.0
17,57454,36.8,16,74.8,0,85.0,56.9,328,79.3,0,35,12,183,2.58,0.0,5,69.8,8,17,0,T.J. Green,0.71,5,55,0,5.5,HB,0,0,46.8,0,33,2,5,67.8,2,UTAH,183,10,12,0,0,10,79.6,,85.0
3,35170,285.1,7,80.6,0,69.0,58.4,261,75.5,0,11,0,119,6.27,79.8,1,79.1,3,12,0,Rodney Anderson,0.0,5,16,3,10.8,HB,2,95,54.4,0,11,0,5,79.1,0,OKLAHOMA,119,2,65,0,0,4,73.5,,69.0
1,83755,0.0,2,59.4,0,9.0,57.3,288,72.3,0,3,0,11,3.0,0.0,0,58.4,0,0,0,Carlos Davis,,0,11,0,3.7,HB,0,0,,0,3,0,0,70.0,0,S ALABAMA,11,3,6,0,0,0,67.3,,9.0
2,45629,0.0,1,64.5,0,2.0,71.3,115,88.8,0,14,93,3,0.67,0.0,12,68.2,0,105,0,Chandler Cox,0.89,0,249,2,1.0,FB,0,0,62.6,0,3,0,0,66.0,11,AUBURN,3,12,1,0,0,2,71.9,48.8,2.0
0,38844,0.0,2,60.8,0,7.0,67.2,312,80.9,0,7,52,13,3.5,0.0,7,68.0,0,33,0,Cullen Gillaspia,1.58,0,104,0,6.5,FB,0,0,69.7,0,2,0,0,78.8,5,TEXAS A&M,13,12,8,0,0,0,68.1,,7.0
